Property type,Bedroom,Bathroom,Furnished Status,Carpet Area,Construction Status,Floor No,SquareFeet,Facing,Car Parking,Total Price (INR),Address,BHK
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Government Sector Colony, Lucknow, Uttar Pradesh",-
Houses & Villas,3,2,Semi-Furnished,270,Ready to Move,-,900,North,0,"₹ 32,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 900 ft2
Houses & Villas,4,3,Furnished,700,Ready to Move,2,1400,North,0,"₹ 65,00,000","Badshah Nagar, Lucknow, Uttar Pradesh",4 Bds - 3 Ba - 1400 ft2
Apartments,3,2,Unfurnished,1000,Ready to Move,5,1200,East,1,"₹ 47,00,000","Hazratganj, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1200 ft2
Houses & Villas,4,2,Semi-Furnished,365,Ready to Move,3,788,North-East,0,"₹ 24,00,000","Sujanpura, Lucknow, Uttar Pradesh",4 Bds - 2 Ba - 788 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,1,1,Unfurnished,250,Under Construction,-,250,East,-,"₹ 7,60,000","Wazirganj, Lucknow, Uttar Pradesh",1 Bds - 1 Ba - 250 ft2
Houses & Villas,3,2,Semi-Furnished,300,Ready to Move,3,950,East,0,"₹ 45,00,000","Oblige, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 950 ft2
Apartments,3,3,Semi-Furnished,1450,Ready to Move,9,1650,East,2,"₹ 95,00,000","Hazratganj, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1650 ft2
Apartments,3,2,Unfurnished,1100,Ready to Move,5,1080,South,1,"₹ 39,00,000","Golaganj, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1080 ft2
Apartments,2,2,Furnished,1050,Ready to Move,12,1150,North,2,"₹ 67,00,000","Aliganj, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1150 ft2
Apartments,2,2,Unfurnished,626,Under Construction,3,700,-,2,"₹ 20,00,000","Ghazi Mandir, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 700 ft2
Apartments,1,1,Furnished,600,Ready to Move,3,550,East,1,"₹ 18,50,000","Chowk, Lucknow, Uttar Pradesh",1 Bds - 1 Ba - 550 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Apartments,2,2,Semi-Furnished,950,Ready to Move,3,1000,-,2,"₹ 28,00,000","Rahim Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1000 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Sector C Near Fatehpur, Lucknow, Uttar Pradesh",-
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 16,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Hazratganj, Lucknow, Uttar Pradesh",-
Houses & Villas,4+,2,Unfurnished,1100,Ready to Move,2,1100,West,0,"₹ 51,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",4+ Bds - 2 Ba - 1100 ft2
Houses & Villas,3,1,Unfurnished,550,Ready to Move,0,650,North,-,"₹ 52,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 1 Ba - 650 ft2
Houses & Villas,2,2,Semi-Furnished,972,Ready to Move,-,1000,North,-,"₹ 63,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1000 ft2
Apartments,1,1,Unfurnished,370,Ready to Move,4,440,East,-,"₹ 14,86,000","Olpherts Lines, Lucknow, Uttar Pradesh",1 Bds - 1 Ba - 440 ft2
Apartments,2,2,Furnished,1100,Ready to Move,6,1200,North-West,1,"₹ 51,00,000","Charbagh Railway Station, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1200 ft2
Apartments,2,2,Unfurnished,950,Ready to Move,4,1050,-,1,"₹ 48,00,000","Mahanagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1050 ft2
Apartments,2,2,Furnished,1200,Ready to Move,5,1200,South,1,"₹ 55,00,000","Chaudhari Tola, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1200 ft2
Houses & Villas,3,2,Semi-Furnished,1080,Ready to Move,2,1500,North,-,"₹ 41,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1500 ft2
Apartments,3,2,Furnished,1250,Ready to Move,4,1330,North,1,"₹ 65,00,000","Sarvodaya Nagar, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1330 ft2
Houses & Villas,2,2,Semi-Furnished,800,Ready to Move,-,900,-,-,"₹ 42,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 900 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Hazratganj, Lucknow, Uttar Pradesh",-
-,-,-,-,-,-,-,-,-,-,-,-,-
Houses & Villas,1,2,Semi-Furnished,700,Ready to Move,1,700,-,1,"₹ 25,00,000","Paper Mill Colony, Lucknow, Uttar Pradesh",1 Bds - 2 Ba - 700 ft2
Houses & Villas,4+,4+,Semi-Furnished,1800,Ready to Move,3,4600,North-East,1,"₹ 2,00,00,000","Sector 4, Lucknow, Uttar Pradesh",4+ Bds - 4+ Ba - 4600 ft2
Houses & Villas,3,2,Furnished,225,Ready to Move,3,900,North,-,"₹ 45,00,000","Aishbagh, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 900 ft2
Apartments,3,2,Furnished,1000,Ready to Move,4,1100,North,1,"₹ 60,00,000","Ganeshganj, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1100 ft2
Houses & Villas,2,1,Semi-Furnished,725,Ready to Move,1,725,North,1,"₹ 32,00,000","Sector 22, Lucknow, Uttar Pradesh",2 Bds - 1 Ba - 725 ft2
Apartments,2,2,Furnished,1200,Ready to Move,3,900,East,1,"₹ 36,50,000","Sector E, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 900 ft2
Houses & Villas,-,-,-,0,-,-,0,East,-,"₹ 13,00,000","Badshah Nagar Railway Colony, Lucknow, Uttar Pradesh",-
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Apartments,2,2,Semi-Furnished,950,Ready to Move,6,1000,North-East,1,"₹ 49,00,000","Lucknow University, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1000 ft2
Houses & Villas,4,4,Furnished,1080,Ready to Move,2,2500,North-East,1,"₹ 1,15,00,000","Indira Nagar, Lucknow, Uttar Pradesh",4 Bds - 4 Ba - 2500 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Chauk, Lucknow, Uttar Pradesh",-
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Apartments,2,2,Furnished,800,New Launch,4,845,North-East,1,"₹ 33,80,000","Kaisarbagh, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 845 ft2
Houses & Villas,4,2,Unfurnished,500,Ready to Move,2,1000,West,1,"₹ 46,00,000","Indira Nagar, Lucknow, Uttar Pradesh",4 Bds - 2 Ba - 1000 ft2
Apartments,1,1,Semi-Furnished,410,Ready to Move,14,580,North-East,0,"₹ 37,00,000","Husainganj, Lucknow, Uttar Pradesh",1 Bds - 1 Ba - 580 ft2
Apartments,2,1,Furnished,850,Ready to Move,5,900,East,1,"₹ 32,00,000","Golaganj, Lucknow, Uttar Pradesh",2 Bds - 1 Ba - 900 ft2
Houses & Villas,2,2,Semi-Furnished,1200,Ready to Move,-,1400,East,1,"₹ 80,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1400 ft2
Houses & Villas,3,3,Furnished,1600,Ready to Move,2,1600,East,1,"₹ 91,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1600 ft2
Apartments,1,1,Unfurnished,450,Ready to Move,5,450,North-East,0,"₹ 15,00,000","Turia Ganj, Lucknow, Uttar Pradesh",1 Bds - 1 Ba - 450 ft2
Houses & Villas,1,1,Semi-Furnished,660,Ready to Move,1,600,North,1,"₹ 62,00,000","Indira Nagar, Lucknow, Uttar Pradesh",1 Bds - 1 Ba - 600 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Lucknow Zoo, Lucknow, Uttar Pradesh",-
Houses & Villas,3,2,Furnished,900,Ready to Move,2,1200,East,0,"₹ 48,00,000","Oblige, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1200 ft2
Houses & Villas,3,2,Furnished,1200,Ready to Move,2,1000,North,1,"₹ 70,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1000 ft2
Apartments,3,2,Furnished,1548,Ready to Move,5,1548,South-West,2,"₹ 1,50,00,000","Sikandra Bagh, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1548 ft2
Apartments,2,2,Furnished,710,Ready to Move,-,1100,-,-,"₹ 34,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1100 ft2
Apartments,2,2,Unfurnished,710,Ready to Move,4,850,West,1,"₹ 32,00,000","Hazratganj, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 850 ft2
Houses & Villas,2,2,Semi-Furnished,1740,Ready to Move,-,1740,-,-,"₹ 90,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1740 ft2
Apartments,1,1,Semi-Furnished,636,Ready to Move,3,636,North-East,1,"₹ 22,00,000","Indira Nagar, Lucknow, Uttar Pradesh",1 Bds - 1 Ba - 636 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,3,-,Semi-Furnished,1200,Ready to Move,2,1740,East,1,"₹ 60,00,000","Indira Nagar, Lucknow, Uttar Pradesh",-
Houses & Villas,3,3,Semi-Furnished,1125,Ready to Move,-,1500,-,-,"₹ 60,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1500 ft2
Houses & Villas,3,2,Furnished,800,Ready to Move,1,800,East,1,"₹ 40,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 800 ft2
Houses & Villas,3,3,Semi-Furnished,1000,Ready to Move,2,1600,North-East,2,"₹ 70,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1600 ft2
Farm Houses,1,1,Unfurnished,40,New Launch,1,1000,East,1,"₹ 24,00,000","Uday Ganj, Lucknow, Uttar Pradesh",1 Bds - 1 Ba - 1000 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 15,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Farm Houses,-,-,-,1000,-,-,1000,-,-,"₹ 12,99,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,2,2,Furnished,815,Ready to Move,-,1100,East,1,"₹ 43,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1100 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Hazratganj, Lucknow, Uttar Pradesh",-
Apartments,2,2,Semi-Furnished,500,Ready to Move,-,1000,-,-,"₹ 35,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1000 ft2
Apartments,2,2,Semi-Furnished,964,Ready to Move,4,964,East,1,"₹ 45,00,000","Dali Bagh, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 964 ft2
Houses & Villas,-,-,-,1000,-,-,1000,-,-,"₹ 12,99,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,-,-,-,1000,-,-,1000,-,-,"₹ 14,98,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Aminabad, Lucknow, Uttar Pradesh",-
Houses & Villas,3,3,Semi-Furnished,1100,Ready to Move,-,1500,West,-,"₹ 58,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1500 ft2
Houses & Villas,3,3,Semi-Furnished,1200,Ready to Move,2,1540,North,1,"₹ 82,50,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1540 ft2
Houses & Villas,4,3,Semi-Furnished,600,Ready to Move,3,1600,West,1,"₹ 49,99,999","Ahivaranpur, Lucknow, Uttar Pradesh",4 Bds - 3 Ba - 1600 ft2
Houses & Villas,3,1,Semi-Furnished,1600,Ready to Move,2,800,-,-,"₹ 1,20,00,000","Aminabad, Lucknow, Uttar Pradesh",3 Bds - 1 Ba - 800 ft2
Apartments,2,1,Furnished,780,New Launch,5,850,East,0,"₹ 22,00,000","Maulviganj, Lucknow, Uttar Pradesh",2 Bds - 1 Ba - 850 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Ganeshganj, Lucknow, Uttar Pradesh",-
Houses & Villas,4,2,Furnished,550,Ready to Move,2,550,West,1,"₹ 48,00,000","Indira Nagar, Lucknow, Uttar Pradesh",4 Bds - 2 Ba - 550 ft2
Houses & Villas,3,2,Furnished,515,Ready to Move,2,900,East,1,"₹ 25,00,000","Lalabagh, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 900 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,-,3,Furnished,1000,Ready to Move,2,1400,North-East,1,"₹ 65,00,000","Indira Nagar, Lucknow, Uttar Pradesh",-
Apartments,2,2,Semi-Furnished,1000,Ready to Move,5,1000,-,1,"₹ 38,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1000 ft2
Farm Houses,-,-,-,1000,-,-,1000,-,-,"₹ 13,50,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Apartments,2,2,Semi-Furnished,1000,Ready to Move,4,1000,North-East,1,"₹ 50,00,000","Aishbagh, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1000 ft2
Builder Floors,1,1,Unfurnished,350,New Launch,2,450,East,1,"₹ 24,00,000","Vishnupuri, Lucknow, Uttar Pradesh",1 Bds - 1 Ba - 450 ft2
Houses & Villas,4+,4+,Unfurnished,1800,Ready to Move,2,3600,North-West,1,"₹ 1,00,00,000","Rahim Nagar, Lucknow, Uttar Pradesh",4+ Bds - 4+ Ba - 3600 ft2
Houses & Villas,3,3,Semi-Furnished,3200,Ready to Move,2,1600,East,1,"₹ 2,25,00,000","Maulviganj, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1600 ft2
Houses & Villas,3,2,Furnished,1000,Ready to Move,1,1410,East,1,"₹ 70,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1410 ft2
Houses & Villas,2,2,Semi-Furnished,730,Under Construction,1,900,West,1,"₹ 48,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 900 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Hazratganj, Lucknow, Uttar Pradesh",-
Houses & Villas,2,2,Semi-Furnished,800,Ready to Move,2,800,South-East,0,"₹ 40,00,000","Aliganj, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 800 ft2
Houses & Villas,3,2,Furnished,1360,Ready to Move,0,1360,-,0,"₹ 34,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1360 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Talal Pande, Lucknow, Uttar Pradesh",-
Houses & Villas,2,2,Semi-Furnished,1000,Ready to Move,1,1250,East,1,"₹ 45,00,000","Manas Vihar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1250 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Aishbagh, Lucknow, Uttar Pradesh",-
Houses & Villas,3,2,Furnished,720,Ready to Move,1,720,West,0,"₹ 26,00,000","Hindustan Aeronautics Limited, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 720 ft2
Houses & Villas,4+,3,Semi-Furnished,1600,Ready to Move,3,1400,South,1,"₹ 58,00,000","Indira Nagar, Lucknow, Uttar Pradesh",4+ Bds - 3 Ba - 1400 ft2
Houses & Villas,2,3,Semi-Furnished,1374,Ready to Move,1,1450,North-East,2,"₹ 82,99,999","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 3 Ba - 1450 ft2
Houses & Villas,4+,4+,Semi-Furnished,750,Ready to Move,2,800,North-East,3+,"₹ 50,00,000","Khadra, Lucknow, Uttar Pradesh",4+ Bds - 4+ Ba - 800 ft2
Houses & Villas,4+,4+,Semi-Furnished,1018,New Launch,2,2500,North,2,"₹ 56,00,000","Aliganj, Lucknow, Uttar Pradesh",4+ Bds - 4+ Ba - 2500 ft2
Houses & Villas,3,1,Unfurnished,500,Ready to Move,2,500,-,0,"₹ 23,00,000","Sardarikhera, Lucknow, Uttar Pradesh",3 Bds - 1 Ba - 500 ft2
Houses & Villas,3,3,Semi-Furnished,1032,Ready to Move,-,1650,North,1,"₹ 75,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1650 ft2
Apartments,2,2,Unfurnished,700,Ready to Move,14,1090,North-East,1,"₹ 59,50,000","Arjun Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1090 ft2
Apartments,1,1,Furnished,600,Ready to Move,4,650,North-East,0,"₹ 25,00,000","Golaganj, Lucknow, Uttar Pradesh",1 Bds - 1 Ba - 650 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Apartments,1,-,Unfurnished,500,Ready to Move,2,550,East,0,"₹ 35,00,000","Aliganj, Lucknow, Uttar Pradesh",-
Apartments,2,2,Semi-Furnished,1150,Ready to Move,4,1150,North-East,1,"₹ 40,00,000","Akbari Gate, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1150 ft2
Houses & Villas,4,3,Semi-Furnished,500,Ready to Move,3,1600,East,0,"₹ 70,00,000","Moti Nagar, Lucknow, Uttar Pradesh",4 Bds - 3 Ba - 1600 ft2
Builder Floors,4+,3,Unfurnished,1710,Ready to Move,3,570,-,0,"₹ 40,00,000","Indira Nagar, Lucknow, Uttar Pradesh",4+ Bds - 3 Ba - 570 ft2
Houses & Villas,-,-,-,1000,-,-,1000,-,-,"₹ 14,50,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,4+,4+,Furnished,3600,Ready to Move,3,3600,West,2,"₹ 1,55,00,000","Katwall Katsarbagh, Lucknow, Uttar Pradesh",4+ Bds - 4+ Ba - 3600 ft2
Houses & Villas,2,2,Semi-Furnished,1200,Ready to Move,2,1450,East,1,"₹ 49,50,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1450 ft2
Houses & Villas,2,2,Unfurnished,1065,Ready to Move,-,1100,North-East,1,"₹ 45,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1100 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Apartments,3,2,Furnished,800,Ready to Move,2,800,East,1,"₹ 65,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 800 ft2
Houses & Villas,2,2,Furnished,600,Ready to Move,00,750,East,1,"₹ 24,00,000","Aliganj, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 750 ft2
Houses & Villas,-,-,-,1000,-,-,1000,-,-,"₹ 1,99,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,4+,4,Semi-Furnished,1350,Ready to Move,-,2600,-,-,"₹ 1,55,00,000","Indira Nagar, Lucknow, Uttar Pradesh",4+ Bds - 4 Ba - 2600 ft2
Houses & Villas,3,2,-,1548,-,2,1548,East,-,"₹ 2,00,00,000","Moti Nagar, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1548 ft2
Houses & Villas,2,2,Semi-Furnished,800,Ready to Move,1,810,East,2,"₹ 38,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 810 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Chauk, Lucknow, Uttar Pradesh",-
Houses & Villas,2,2,Semi-Furnished,800,Ready to Move,0,1000,East,1,"₹ 34,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1000 ft2
Houses & Villas,2,2,Semi-Furnished,1000,Ready to Move,2,1200,West,1,"₹ 63,00,000","Oblige, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1200 ft2
Houses & Villas,4+,4+,Semi-Furnished,3600,Ready to Move,2,1800,South-East,2,"₹ 1,98,00,000","Lalkuan, Lucknow, Uttar Pradesh",4+ Bds - 4+ Ba - 1800 ft2
Houses & Villas,2,2,Semi-Furnished,750,Ready to Move,-,1050,-,0,"₹ 42,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1050 ft2
Houses & Villas,-,-,-,1000,-,-,1000,-,-,"₹ 14,65,000","Charbag, Lucknow, Uttar Pradesh",-
Houses & Villas,2,2,-,650,Ready to Move,2,350,-,-,"₹ 25,00,000","Ghazi Mandir, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 350 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Hazratganj, Lucknow, Uttar Pradesh",-
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Nishatgani, Lucknow, Uttar Pradesh",-
Houses & Villas,3,3,Semi-Furnished,1200,Ready to Move,0,1800,East,1,"₹ 1,10,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1800 ft2
Apartments,3,2,Furnished,800,Ready to Move,4,1000,North-West,-,"₹ 26,00,000","Akbari Gate, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1000 ft2
Apartments,3,2,Unfurnished,526,Ready to Move,2,526,South-East,1,"₹ 46,00,000","Makkaganj, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 526 ft2
Houses & Villas,2,2,Furnished,1000,New Launch,1,1000,West,1,"₹ 33,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1000 ft2
Builder Floors,2,2,Furnished,1040,Ready to Move,1,1200,East,1,"₹ 56,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1200 ft2
Apartments,2,2,Semi-Furnished,1000,Ready to Move,5,1150,-,1,"₹ 80,00,000","Naya Haidarabad, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 1150 ft2
Apartments,3,3,Unfurnished,1150,Ready to Move,4,1350,East,1,"₹ 45,00,000","Nehru Nagar, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1350 ft2
Houses & Villas,3,3,Semi-Furnished,1200,Ready to Move,2,1400,North,1,"₹ 72,00,000","Oblige, Lucknow, Uttar Pradesh",3 Bds - 3 Ba - 1400 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Hasanganj, Lucknow, Uttar Pradesh",-
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 15,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,1,1,Semi-Furnished,580,Ready to Move,1,600,North,1,"₹ 24,00,000","Aliganj, Lucknow, Uttar Pradesh",1 Bds - 1 Ba - 600 ft2
Houses & Villas,2,2,Furnished,800,Ready to Move,1,800,North,1,"₹ 45,00,000","Indira Nagar, Lucknow, Uttar Pradesh",2 Bds - 2 Ba - 800 ft2
Apartments,4,2,Furnished,800,Ready to Move,4,900,East,0,"₹ 29,00,000","Maulviganj, Lucknow, Uttar Pradesh",4 Bds - 2 Ba - 900 ft2
Houses & Villas,3,2,Semi-Furnished,1180,Ready to Move,1,1200,East,3,"₹ 88,00,000","Indira Nagar, Lucknow, Uttar Pradesh",3 Bds - 2 Ba - 1200 ft2
Houses & Villas,4,4,Semi-Furnished,2000,Ready to Move,2,3800,South,1,"₹ 1,85,00,000","Sector 22, Lucknow, Uttar Pradesh",4 Bds - 4 Ba - 3800 ft2
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Olpherts Lines, Lucknow, Uttar Pradesh",-
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Nakkhas, Lucknow, Uttar Pradesh",-
Houses & Villas,-,-,-,0,-,-,0,-,-,"₹ 13,00,000","Sector 6, Lucknow, Uttar Pradesh",-
