Property type,Bedroom,Bathroom,Furnished Status,Carpet Area,Construction Status,Floor No,SquareFeet,Facing,Car Parking,Total Price (INR),Address,BHK
Apartments,-,2,Furnished,1000,Ready to Move,3,1000,North,2,"₹ 29,50,000","Godhani, Nagpur, Maharashtra",-
Apartments,1,2,Semi-Furnished,700,Ready to Move,3,1000,North-East,1,"₹ 17,00,000","Arya Nagar, Nagpur, Maharashtra",1 Bds - 2 Ba - 1000 ft2
Houses & Villas,4+,3,Unfurnished,600,New Launch,-,600,North,0,"₹ 25,00,000","Samta Nagar, Nagpur, Maharashtra",4+ Bds - 3 Ba - 600 ft2
Houses & Villas,3,3,Semi-Furnished,2450,Ready to Move,2,2500,North-East,3,"₹ 1,00,00,000","Laxmi Nagar, Nagpur, Maharashtra",3 Bds - 3 Ba - 2500 ft2
Apartments,2,2,Semi-Furnished,950,Ready to Move,3,1140,East,1,"₹ 32,00,000","Zinga Bai Takli, Nagpur, Maharashtra",2 Bds - 2 Ba - 1140 ft2
Apartments,2,-,Semi-Furnished,510,Ready to Move,5,750,East,-,"₹ 27,00,000","Besa, Nagpur, Maharashtra",-
Apartments,3,3,Semi-Furnished,1130,Ready to Move,4,1250,East,3+,"₹ 55,00,000","Ramkrishna Nagar, Nagpur, Maharashtra",3 Bds - 3 Ba - 1250 ft2
Houses & Villas,3,3,Unfurnished,1742,Under Construction,2,2110,East,1,"₹ 82,00,000","Zingabai Takli, Nagpur, Maharashtra",3 Bds - 3 Ba - 2110 ft2
Houses & Villas,3,2,-,900,Under Construction,1,1000,-,-,"₹ 26,00,000","Kalamna Market, Nagpur, Maharashtra",3 Bds - 2 Ba - 1000 ft2
Houses & Villas,4,3,Furnished,1550,Ready to Move,1,1900,North,2,"₹ 9,20,00,000","Sadar Bazaar, Nagpur, Maharashtra",4 Bds - 3 Ba - 1900 ft2
Builder Floors,2,1,Unfurnished,0,Ready to Move,4,700,North,1,"₹ 18,00,690","Nagpur City H O, Nagpur, Maharashtra",2 Bds - 1 Ba - 700 ft2
Apartments,2,2,Semi-Furnished,750,Ready to Move,3,900,North-East,3+,"₹ 34,00,000","Patel Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 900 ft2
Apartments,3,3,Semi-Furnished,900,Ready to Move,4,1000,North-West,1,"₹ 45,00,000","Manewada, Nagpur, Maharashtra",3 Bds - 3 Ba - 1000 ft2
Apartments,2,2,Semi-Furnished,750,Ready to Move,3,820,East,1,"₹ 60,00,000","Nelco Society, Nagpur, Maharashtra",2 Bds - 2 Ba - 820 ft2
Houses & Villas,2,2,Unfurnished,1200,Ready to Move,1,2400,West,3+,"₹ 63,00,000","Koradi Road, Nagpur, Maharashtra",2 Bds - 2 Ba - 2400 ft2
Houses & Villas,2,2,Unfurnished,650,New Launch,1,1000,West,1,"₹ 38,00,000","Koradi Road, Nagpur, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Houses & Villas,4,-,Unfurnished,1800,Ready to Move,2,1800,South,1,"₹ 92,00,000","Beltarodi, Nagpur, Maharashtra",-
Apartments,4,4,Semi-Furnished,1600,Ready to Move,4,2460,North,2,"₹ 2,00,00,000","Raj Nagar, Nagpur, Maharashtra",4 Bds - 4 Ba - 2460 ft2
Apartments,3,3,Semi-Furnished,1200,Under Construction,6,1700,North,1,"₹ 66,00,000","Omkar Nagar, Nagpur, Maharashtra",3 Bds - 3 Ba - 1700 ft2
Apartments,2,1,Unfurnished,0,Ready to Move,4,700,North,1,"₹ 18,00,900","Nagpur City H O, Nagpur, Maharashtra",2 Bds - 1 Ba - 700 ft2
Houses & Villas,3,3,Semi-Furnished,1400,Ready to Move,1,1400,East,1,"₹ 73,00,000","Manewada, Nagpur, Maharashtra",3 Bds - 3 Ba - 1400 ft2
Apartments,2,2,Semi-Furnished,960,Ready to Move,5,1187,East,1,"₹ 60,00,000","Gandhi Sagar Mahal, Nagpur, Maharashtra",2 Bds - 2 Ba - 1187 ft2
-,-,-,-,-,-,-,-,-,-,-,-,-
Houses & Villas,2,2,Unfurnished,450,Under Construction,2,450,East,0,"₹ 30,00,000","Kundanlal Gupta Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 450 ft2
Houses & Villas,1,2,Unfurnished,600,New Launch,1,600,West,0,"₹ 30,00,000","Wathoda, Nagpur, Maharashtra",1 Bds - 2 Ba - 600 ft2
Houses & Villas,3,3,Furnished,1000,Ready to Move,1,1800,East,1,"₹ 1,10,00,000","Nehru Nagar, Nagpur, Maharashtra",3 Bds - 3 Ba - 1800 ft2
Apartments,1,1,Unfurnished,525,Ready to Move,4,550,South,0,"₹ 21,50,000","Chinchbhawan, Nagpur, Maharashtra",1 Bds - 1 Ba - 550 ft2
Houses & Villas,4,4,Semi-Furnished,1600,Ready to Move,2,1600,West,2,"₹ 1,00,00,000","Uday Nagar, Nagpur, Maharashtra",4 Bds - 4 Ba - 1600 ft2
Houses & Villas,2,2,Unfurnished,1000,Ready to Move,1,1000,South,1,"₹ 55,00,000","Koradi Road, Nagpur, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Houses & Villas,3,2,Semi-Furnished,1000,Ready to Move,-,850,-,-,"₹ 40,00,000","Godhani, Nagpur, Maharashtra",3 Bds - 2 Ba - 850 ft2
Houses & Villas,3,3,-,1200,Ready to Move,1,1450,East,1,"₹ 49,50,000","Wardha Road, Nagpur, Maharashtra",3 Bds - 3 Ba - 1450 ft2
Apartments,1,1,Semi-Furnished,550,Ready to Move,-,650,North,1,"₹ 38,00,000","Ambazari Layout, Nagpur, Maharashtra",1 Bds - 1 Ba - 650 ft2
Houses & Villas,2,3,Semi-Furnished,600,Ready to Move,1,750,-,1,"₹ 45,00,000","Jaitala, Nagpur, Maharashtra",2 Bds - 3 Ba - 750 ft2
-,-,-,-,-,-,-,-,-,-,-,-,-
Apartments,2,2,Unfurnished,750,Ready to Move,5,920,East,1,"₹ 36,00,000","Manewada, Nagpur, Maharashtra",2 Bds - 2 Ba - 920 ft2
Apartments,1,1,Semi-Furnished,524,Ready to Move,5,870,North,1,"₹ 75,00,000","Sitabuldi, Nagpur, Maharashtra",1 Bds - 1 Ba - 870 ft2
Houses & Villas,3,3,Semi-Furnished,1600,Ready to Move,2,1600,West,1,"₹ 85,00,000","Koradi Road, Nagpur, Maharashtra",3 Bds - 3 Ba - 1600 ft2
Farm Houses,1,1,Furnished,360,Ready to Move,-,1107,East,1,"₹ 21,00,000","Chatrapati Nagar, Nagpur, Maharashtra",1 Bds - 1 Ba - 1107 ft2
Apartments,1,1,Semi-Furnished,350,Ready to Move,5,400,East,3+,"₹ 13,00,000","Shree Ram Nagar, Nagpur, Maharashtra",1 Bds - 1 Ba - 400 ft2
Apartments,2,2,Semi-Furnished,650,Ready to Move,6,650,North,1,"₹ 55,00,000","Kranti Surya Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 650 ft2
Houses & Villas,1,1,Semi-Furnished,500,Ready to Move,0,500,-,-,"₹ 13,00,000","Kapil Nagar, Nagpur, Maharashtra",1 Bds - 1 Ba - 500 ft2
Apartments,3,3,Semi-Furnished,1100,Ready to Move,5,1200,West,1,"₹ 45,00,000","Koradi Road, Nagpur, Maharashtra",3 Bds - 3 Ba - 1200 ft2
Houses & Villas,2,1,Unfurnished,600,Under Construction,-,600,-,-,"₹ 29,50,000","Mahendra Nagar, Nagpur, Maharashtra",2 Bds - 1 Ba - 600 ft2
Houses & Villas,2,4,Semi-Furnished,960,Ready to Move,3,1230,South,1,"₹ 65,00,000","Sugat Nagar, Nagpur, Maharashtra",2 Bds - 4 Ba - 1230 ft2
Apartments,3,2,Semi-Furnished,1600,Ready to Move,4,1800,West,1,"₹ 75,00,000","Mahal, Nagpur, Maharashtra",3 Bds - 2 Ba - 1800 ft2
Houses & Villas,3,3,Unfurnished,1706,Under Construction,3,1912,North,3+,"₹ 76,50,000","Koradi Road, Nagpur, Maharashtra",3 Bds - 3 Ba - 1912 ft2
Houses & Villas,3,3,Semi-Furnished,1200,-,6,2700,East,2,"₹ 55,00,000","Sadar Bazaar, Nagpur, Maharashtra",3 Bds - 3 Ba - 2700 ft2
Apartments,2,2,Semi-Furnished,850,Ready to Move,3,1100,East,1,"₹ 65,00,000","Laxminagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 1100 ft2
Apartments,2,2,Semi-Furnished,1100,Ready to Move,4,909,North,1,"₹ 50,00,000","Dighori Chowk, Nagpur, Maharashtra",2 Bds - 2 Ba - 909 ft2
Apartments,2,2,Furnished,530,Ready to Move,-,725,-,1,"₹ 24,00,000","Koradi Road, Nagpur, Maharashtra",2 Bds - 2 Ba - 725 ft2
Apartments,2,1,Unfurnished,0,Ready to Move,4,700,North,1,"₹ 18,00,900","Nagpur City H O, Nagpur, Maharashtra",2 Bds - 1 Ba - 700 ft2
Houses & Villas,4+,4+,Unfurnished,965,Ready to Move,2,965,-,1,"₹ 90,00,000","Mahal, Nagpur, Maharashtra",4+ Bds - 4+ Ba - 965 ft2
Apartments,3,3,Semi-Furnished,1450,Ready to Move,6,1500,North-East,1,"₹ 85,00,000","Friends Colony, Nagpur, Maharashtra",3 Bds - 3 Ba - 1500 ft2
Apartments,-,-,Semi-Furnished,828,Ready to Move,-,828,-,-,"₹ 21,00,000","Pachpaoli, Nagpur, Maharashtra",-
Houses & Villas,3,3,Semi-Furnished,1100,Ready to Move,2,1100,East,2,"₹ 85,00,000","Besa, Nagpur, Maharashtra",3 Bds - 3 Ba - 1100 ft2
Apartments,2,2,Semi-Furnished,750,New Launch,8,900,West,1,"₹ 47,00,000","Jaripatka, Nagpur, Maharashtra",2 Bds - 2 Ba - 900 ft2
Houses & Villas,3,3,Unfurnished,1760,Under Construction,2,2050,East,1,"₹ 1,60,00,000","Friends Colony, Nagpur, Maharashtra",3 Bds - 3 Ba - 2050 ft2
Houses & Villas,3,3,Semi-Furnished,1200,Ready to Move,2,3000,East,1,"₹ 56,00,000","Civil Lines, Nagpur, Maharashtra",3 Bds - 3 Ba - 3000 ft2
Apartments,2,2,Unfurnished,850,Ready to Move,4,1100,East,1,"₹ 26,00,000","Friends Colony Near Borgaon, Nagpur, Maharashtra",2 Bds - 2 Ba - 1100 ft2
Houses & Villas,3,3,Unfurnished,1755,Under Construction,2,2020,East,1,"₹ 1,27,00,000","Friends Colony, Nagpur, Maharashtra",3 Bds - 3 Ba - 2020 ft2
Apartments,2,2,Semi-Furnished,750,Ready to Move,5,922,North,1,"₹ 34,00,000","Dabha, Nagpur, Maharashtra",2 Bds - 2 Ba - 922 ft2
Apartments,3,2,Semi-Furnished,900,Ready to Move,4,1225,-,1,"₹ 62,00,000","Pragati Nagar, Nagpur, Maharashtra",3 Bds - 2 Ba - 1225 ft2
-,-,-,-,-,-,-,-,-,-,"₹ 75,00,000",-,-
Houses & Villas,1,1,Unfurnished,250,Ready to Move,1,300,North,0,"₹ 15,00,000","Telipura, Nagpur, Maharashtra",1 Bds - 1 Ba - 300 ft2
Apartments,2,2,Semi-Furnished,1000,Ready to Move,5,4000,West,1,"₹ 25,00,000","Civil Lines, Nagpur, Maharashtra",2 Bds - 2 Ba - 4000 ft2
Houses & Villas,1,1,Unfurnished,0,Ready to Move,0,0,North-West,0,"₹ 28,00,000","Jaripatka, Nagpur, Maharashtra",1 Bds - 1 Ba - 0 ft2
Apartments,2,1,Unfurnished,790,Ready to Move,4,810,West,0,"₹ 26,00,000","Chitnis Nagar, Nagpur, Maharashtra",2 Bds - 1 Ba - 810 ft2
Apartments,1,1,Unfurnished,386,Ready to Move,-,386,East,0,"₹ 9,35,500","Pipla, Nagpur, Maharashtra",1 Bds - 1 Ba - 386 ft2
Apartments,2,2,Unfurnished,750,Ready to Move,4,850,North,1,"₹ 35,00,000","Wadi, Nagpur, Maharashtra",2 Bds - 2 Ba - 850 ft2
Houses & Villas,4+,4,Furnished,3000,Ready to Move,1,4000,East,2,"₹ 4,00,00,000","Civil Lines, Nagpur, Maharashtra",4+ Bds - 4 Ba - 4000 ft2
Apartments,2,2,Semi-Furnished,850,Ready to Move,3,1000,West,1,"₹ 27,00,000","Zingabai Takli, Nagpur, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Houses & Villas,2,2,Semi-Furnished,1200,Ready to Move,1,1200,East,1,"₹ 16,000","Besa, Nagpur, Maharashtra",2 Bds - 2 Ba - 1200 ft2
Houses & Villas,4+,3,Semi-Furnished,1400,New Launch,2,1600,North-West,3+,"₹ 1,70,00,000","Patel Nagar, Nagpur, Maharashtra",4+ Bds - 3 Ba - 1600 ft2
Apartments,2,2,Semi-Furnished,950,Ready to Move,3,1000,North-East,1,"₹ 29,00,000","Nagpur City H O, Nagpur, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Apartments,2,2,Semi-Furnished,800,Ready to Move,4,950,East,1,"₹ 35,00,000","Wadi, Nagpur, Maharashtra",2 Bds - 2 Ba - 950 ft2
Houses & Villas,4,2,Unfurnished,1600,Ready to Move,1,1160,North-East,1,"₹ 35,00,000","Datawadi, Nagpur, Maharashtra",4 Bds - 2 Ba - 1160 ft2
Apartments,3,3,Semi-Furnished,1200,Ready to Move,-,3000,West,2,"₹ 57,00,000","Civil Lines, Nagpur, Maharashtra",3 Bds - 3 Ba - 3000 ft2
Apartments,3,2,Semi-Furnished,900,Ready to Move,4,1400,East,1,"₹ 65,00,000","Manish Nagar, Nagpur, Maharashtra",3 Bds - 2 Ba - 1400 ft2
Houses & Villas,3,3,Unfurnished,1788,Under Construction,2,1952,North,1,"₹ 72,50,000","Koradi Road, Nagpur, Maharashtra",3 Bds - 3 Ba - 1952 ft2
Apartments,2,2,Semi-Furnished,625,Ready to Move,4,800,East,1,"₹ 25,00,000","Koradi Road, Nagpur, Maharashtra",2 Bds - 2 Ba - 800 ft2
Farm Houses,1,1,Furnished,5000,Ready to Move,0,550,North-East,3+,"₹ 32,00,000","Sadar Bazaar, Nagpur, Maharashtra",1 Bds - 1 Ba - 550 ft2
Apartments,2,2,Semi-Furnished,679,Ready to Move,11,902,West,1,"₹ 42,00,000","Jaitala, Nagpur, Maharashtra",2 Bds - 2 Ba - 902 ft2
Houses & Villas,1,1,Unfurnished,500,Ready to Move,2,550,East,0,"₹ 10,000","Raghuji Nagar, Nagpur, Maharashtra",1 Bds - 1 Ba - 550 ft2
Apartments,2,2,Unfurnished,500,Ready to Move,4,750,East,1,"₹ 23,00,000","Koradi Road, Nagpur, Maharashtra",2 Bds - 2 Ba - 750 ft2
Apartments,1,1,Furnished,300,New Launch,495,495,East,1,"₹ 22,50,000","Jaitala, Nagpur, Maharashtra",1 Bds - 1 Ba - 495 ft2
Houses & Villas,1,1,Unfurnished,400,Ready to Move,0,850,East,-,"₹ 40,00,000","Malviya Nagar, Nagpur, Maharashtra",1 Bds - 1 Ba - 850 ft2
Houses & Villas,2,1,Semi-Furnished,800,Ready to Move,0,1000,South,0,"₹ 36,00,000","Rajgruh Nagar, Nagpur, Maharashtra",2 Bds - 1 Ba - 1000 ft2
Houses & Villas,2,3,Unfurnished,400,Ready to Move,2,750,-,-,"₹ 15,00,000","Wadi, Nagpur, Maharashtra",2 Bds - 3 Ba - 750 ft2
Apartments,2,2,Semi-Furnished,1000,Ready to Move,4,3200,East,3+,"₹ 2,00,000","Civil Lines, Nagpur, Maharashtra",2 Bds - 2 Ba - 3200 ft2
Apartments,2,2,Furnished,900,Ready to Move,4,1100,East,1,"₹ 40,00,000","Koradi Road, Nagpur, Maharashtra",2 Bds - 2 Ba - 1100 ft2
Apartments,3,2,Semi-Furnished,1050,Ready to Move,5,1350,North-East,1,"₹ 39,50,000","Besa, Nagpur, Maharashtra",3 Bds - 2 Ba - 1350 ft2
Apartments,2,1,Semi-Furnished,550,Ready to Move,6,600,North,1,"₹ 16,00,000","Mominpura, Nagpur, Maharashtra",2 Bds - 1 Ba - 600 ft2
Houses & Villas,2,2,Unfurnished,800,Ready to Move,1,800,-,-,"₹ 21,00,000","Indira Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 800 ft2
Houses & Villas,4+,4+,Furnished,1500,New Launch,00,1500,East,0,"₹ 1,00,000","11 Manjel Chowk, Nagpur, Maharashtra",4+ Bds - 4+ Ba - 1500 ft2
Houses & Villas,3,4,Semi-Furnished,1200,Ready to Move,3,1200,East,3+,"₹ 1,50,00,000","Anand Nagar, Nagpur, Maharashtra",3 Bds - 4 Ba - 1200 ft2
Houses & Villas,3,3,Semi-Furnished,1000,Ready to Move,1,800,East,1,"₹ 41,00,000","Arya Nagar, Nagpur, Maharashtra",3 Bds - 3 Ba - 800 ft2
Apartments,2,1,Semi-Furnished,1500,New Launch,3,2000,West,0,"₹ 15,000","Daktar Colony, Nagpur, Maharashtra",2 Bds - 1 Ba - 2000 ft2
Apartments,2,2,Semi-Furnished,850,Ready to Move,4,900,North,1,"₹ 40,00,000","Tilaknagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 900 ft2
Houses & Villas,3,3,Unfurnished,1200,Ready to Move,3,450,West,0,"₹ 40,00,000","Ganesh Peth, Nagpur, Maharashtra",3 Bds - 3 Ba - 450 ft2
Houses & Villas,3,4+,Furnished,1200,Ready to Move,2,2000,North,-,"₹ 65,00,000","Kharabi, Nagpur, Maharashtra",3 Bds - 4+ Ba - 2000 ft2
Apartments,1,1,Semi-Furnished,420,Ready to Move,5,400,East,1,"₹ 15,00,000","Gonhi, Nagpur, Maharashtra",1 Bds - 1 Ba - 400 ft2
Houses & Villas,3,3,Semi-Furnished,1400,Ready to Move,1,3000,West,1,"₹ 70,00,000","Civil Lines, Nagpur, Maharashtra",3 Bds - 3 Ba - 3000 ft2
Apartments,2,1,Unfurnished,560,Ready to Move,3,600,East,1,"₹ 20,00,000","Friends Colony Near Borgaon, Nagpur, Maharashtra",2 Bds - 1 Ba - 600 ft2
Builder Floors,3,3,Unfurnished,1050,Under Construction,6,1500,North,1,"₹ 65,00,000","Dabha, Nagpur, Maharashtra",3 Bds - 3 Ba - 1500 ft2
Apartments,3,3,Unfurnished,1210,Under Construction,13,1633,-,1,"₹ 68,00,000","Beltarodi, Nagpur, Maharashtra",3 Bds - 3 Ba - 1633 ft2
Houses & Villas,1,1,Unfurnished,1600,Ready to Move,1,1600,West,1,"₹ 40,00,000","Pipla, Nagpur, Maharashtra",1 Bds - 1 Ba - 1600 ft2
Apartments,2,2,Semi-Furnished,750,Ready to Move,3,1000,West,1,"₹ 26,51,000","Koradi Road, Nagpur, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Apartments,2,1,Unfurnished,0,Ready to Move,4,700,North,1,"₹ 18,00,600","Tukdoji Chowk, Nagpur, Maharashtra",2 Bds - 1 Ba - 700 ft2
Builder Floors,1,1,Semi-Furnished,560,Ready to Move,3,800,-,0,"₹ 32,00,000","Nandanvan, Nagpur, Maharashtra",1 Bds - 1 Ba - 800 ft2
Apartments,2,2,Semi-Furnished,570,Ready to Move,2,687,East,1,"₹ 22,00,000","Digdoh, Nagpur, Maharashtra",2 Bds - 2 Ba - 687 ft2
Apartments,3,2,Semi-Furnished,1200,Ready to Move,5,1700,West,1,"₹ 1,25,00,000","Dharampeth, Nagpur, Maharashtra",3 Bds - 2 Ba - 1700 ft2
Apartments,2,2,Furnished,650,Ready to Move,4,777,West,1,"₹ 32,00,000","Gotal Pajri, Nagpur, Maharashtra",2 Bds - 2 Ba - 777 ft2
Farm Houses,1,1,Furnished,5000,New Launch,1,350,East,3+,"₹ 30,00,000","Amravati Road, Nagpur, Maharashtra",1 Bds - 1 Ba - 350 ft2
Apartments,3,2,Furnished,900,Ready to Move,3,1200,North,1,"₹ 40,00,000","Ganpati Nagar, Nagpur, Maharashtra",3 Bds - 2 Ba - 1200 ft2
Apartments,2,2,Semi-Furnished,650,Ready to Move,5,1020,West,1,"₹ 36,00,000","Borgaon, Nagpur, Maharashtra",2 Bds - 2 Ba - 1020 ft2
Houses & Villas,1,1,Furnished,280,Under Construction,0,300,East,3+,"₹ 51,000","Amravati Road, Nagpur, Maharashtra",1 Bds - 1 Ba - 300 ft2
Apartments,2,2,Semi-Furnished,700,Ready to Move,5,950,East,1,"₹ 38,00,000","Jaitala, Nagpur, Maharashtra",2 Bds - 2 Ba - 950 ft2
Houses & Villas,4,2,Semi-Furnished,680,Ready to Move,2,680,North,0,"₹ 80,00,000","Shanti Nagar, Nagpur, Maharashtra",4 Bds - 2 Ba - 680 ft2
Houses & Villas,4,4,Furnished,1700,New Launch,2,2000,East,0,"₹ 1,20,00,000","Zingabai Takli, Nagpur, Maharashtra",4 Bds - 4 Ba - 2000 ft2
Apartments,2,2,Furnished,803,Ready to Move,2,665,East,1,"₹ 55,00,000","Tulsi Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 665 ft2
Apartments,2,2,-,750,Ready to Move,3,74,West,1,"₹ 25,00,000","Mhalgi Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 74 ft2
Houses & Villas,1,2,Unfurnished,0,Ready to Move,2,300,North-East,0,"₹ 10,75,000","Mahal, Nagpur, Maharashtra",1 Bds - 2 Ba - 300 ft2
Apartments,2,2,Semi-Furnished,900,Ready to Move,1,1180,East,1,"₹ 32,00,000","Wadi, Nagpur, Maharashtra",2 Bds - 2 Ba - 1180 ft2
Builder Floors,2,1,Unfurnished,0,Ready to Move,4,700,North,1,"₹ 18,00,900","Nagpur City H O, Nagpur, Maharashtra",2 Bds - 1 Ba - 700 ft2
Houses & Villas,4,4,Semi-Furnished,1350,Ready to Move,2,1350,West,2,"₹ 1,25,00,000","Narendra Nagar, Nagpur, Maharashtra",4 Bds - 4 Ba - 1350 ft2
Apartments,3,3,Semi-Furnished,1100,Ready to Move,5,1600,East,1,"₹ 75,00,000","Friends Colony, Nagpur, Maharashtra",3 Bds - 3 Ba - 1600 ft2
Apartments,3,3,Semi-Furnished,1400,Under Construction,6,1500,East,1,"₹ 65,00,000","Omkar Nagar, Nagpur, Maharashtra",3 Bds - 3 Ba - 1500 ft2
Farm Houses,1,1,Furnished,5000,Ready to Move,0,550,North-East,3+,"₹ 32,00,000","Laxmi Nagar East, Nagpur, Maharashtra",1 Bds - 1 Ba - 550 ft2
Apartments,3,3,Unfurnished,1100,Under Construction,7,1650,West,1,"₹ 65,00,000","Omkar Nagar, Nagpur, Maharashtra",3 Bds - 3 Ba - 1650 ft2
Apartments,2,2,Unfurnished,570,Ready to Move,4,750,East,1,"₹ 19,99,000","Koradi Road, Nagpur, Maharashtra",2 Bds - 2 Ba - 750 ft2
Apartments,3,3,Semi-Furnished,1300,Under Construction,6,1600,West,1,"₹ 71,00,000","Nandanvan, Nagpur, Maharashtra",3 Bds - 3 Ba - 1600 ft2
Apartments,2,2,Unfurnished,950,Ready to Move,3,1100,North,1,"₹ 37,00,000","Koradi Naka, Nagpur, Maharashtra",2 Bds - 2 Ba - 1100 ft2
Builder Floors,3,2,Semi-Furnished,2000,Ready to Move,2,3000,East,1,"₹ 1,30,00,000","Civil Lines, Nagpur, Maharashtra",3 Bds - 2 Ba - 3000 ft2
-,-,-,-,-,-,-,-,-,-,"₹ 37,00,000",-,-
Apartments,2,2,Semi-Furnished,750,Ready to Move,5,900,East,1,"₹ 26,00,000","Dighori, Nagpur, Maharashtra",2 Bds - 2 Ba - 900 ft2
Apartments,2,2,Unfurnished,875,Ready to Move,5,920,North-East,3+,"₹ 30,00,000","Manewada, Nagpur, Maharashtra",2 Bds - 2 Ba - 920 ft2
Apartments,1,1,Semi-Furnished,450,Ready to Move,5,550,East,0,"₹ 1,00,000","Kai GT Madkholkar Chowk, Nagpur, Maharashtra",1 Bds - 1 Ba - 550 ft2
Apartments,2,2,Unfurnished,585,Ready to Move,10,968,East,1,"₹ 60,00,000","Sakkardara, Nagpur, Maharashtra",2 Bds - 2 Ba - 968 ft2
Apartments,2,2,Unfurnished,540,Under Construction,7,935,West,3+,"₹ 28,05,000","Ramkrishna Nagar, Nagpur, Maharashtra",2 Bds - 2 Ba - 935 ft2
Apartments,2,2,Furnished,550,Ready to Move,4,650,East,0,"₹ 25,00,000","Manak Pur, Nagpur, Maharashtra",2 Bds - 2 Ba - 650 ft2
Apartments,2,2,Unfurnished,600,Ready to Move,4,970,East,3+,"₹ 41,00,000","Besa, Nagpur, Maharashtra",2 Bds - 2 Ba - 970 ft2
Apartments,2,2,Semi-Furnished,650,Under Construction,7,890,East,1,"₹ 26,70,000","Besa, Nagpur, Maharashtra",2 Bds - 2 Ba - 890 ft2
