Property type,Bedroom,Bathroom,Furnished Status,Carpet Area,Construction Status,Floor No,SquareFeet,Facing,Car Parking,Total Price (INR),Address,BHK
Apartments,2,2,Unfurnished,800,Ready to Move,24,1050,East,1,"₹ 85,00,000","Kharadi, Pune, Maharashtra",2 Bds - 2 Ba - 1050 ft2
Apartments,2,2,Unfurnished,802,Under Construction,22,1042,East,1,"₹ 1,24,00,000","Wadgaon Sheri, Pune, Maharashtra",2 Bds - 2 Ba - 1042 ft2
Houses & Villas,2,2,Unfurnished,1479,Ready to Move,2,1479,North-East,1,"₹ 70,00,000","Pune Cantonment, Pune, Maharashtra",2 Bds - 2 Ba - 1479 ft2
Apartments,2,2,Unfurnished,760,Ready to Move,11,1060,West,1,"₹ 58,00,000","Mohammad Wadi, Pune, Maharashtra",2 Bds - 2 Ba - 1060 ft2
Apartments,1,-,-,350,-,-,380,-,-,"₹ 25,00,000","Bhawani Peth, Pune, Maharashtra",-
Apartments,2,2,Unfurnished,805,Under Construction,12,1046,East,1,"₹ 83,00,000","Wadgaon Sheri, Pune, Maharashtra",2 Bds - 2 Ba - 1046 ft2
Apartments,2,2,Unfurnished,0,New Launch,14,1050,East,1,"₹ 45,00,000","Hadapsar, Pune, Maharashtra",2 Bds - 2 Ba - 1050 ft2
Apartments,3,3,Furnished,1685,Ready to Move,-,1685,-,1,"₹ 2,80,00,000","Magarpatta City, Pune, Maharashtra",3 Bds - 3 Ba - 1685 ft2
Apartments,1,1,Unfurnished,440,Ready to Move,12,556,East,0,"₹ 28,50,000","Hadapsar, Pune, Maharashtra",1 Bds - 1 Ba - 556 ft2
Apartments,2,2,Semi-Furnished,1000,Ready to Move,4,1500,East,1,"₹ 1,12,00,000","Walvekar Nagar, Pune, Maharashtra",2 Bds - 2 Ba - 1500 ft2
Apartments,2,2,Unfurnished,705,Under Construction,14,916,East,1,"₹ 85,00,000","Vishrant Wadi, Pune, Maharashtra",2 Bds - 2 Ba - 916 ft2
Apartments,3,3,Furnished,2100,Ready to Move,6,2240,East,1,"₹ 2,50,00,000","Sopan Baug, Pune, Maharashtra",3 Bds - 3 Ba - 2240 ft2
Apartments,4+,4+,Semi-Furnished,3000,Ready to Move,-,3000,-,2,"₹ 3,50,00,000","Kalyani Nagar, Pune, Maharashtra",4+ Bds - 4+ Ba - 3000 ft2
Apartments,4+,4,Unfurnished,1600,Under Construction,22,2200,West,2,"₹ 1,30,00,000","NIBM Road Kondhwa, Pune, Maharashtra",4+ Bds - 4 Ba - 2200 ft2
Apartments,4+,4,Unfurnished,1641,Under Construction,22,2133,East,1,"₹ 2,49,00,000","Wadgaon Sheri, Pune, Maharashtra",4+ Bds - 4 Ba - 2133 ft2
Apartments,4,4,Unfurnished,1688,Under Construction,22,2194,East,1,"₹ 1,98,00,000","Kharadi, Pune, Maharashtra",4 Bds - 4 Ba - 2194 ft2
Apartments,2,2,Unfurnished,600,Under Construction,20,900,East,1,"₹ 75,00,000","Hadapsar, Pune, Maharashtra",2 Bds - 2 Ba - 900 ft2
Apartments,3,3,Unfurnished,1686,New Launch,35,2200,West,2,"₹ 2,50,00,000","Karve Nagar, Pune, Maharashtra",3 Bds - 3 Ba - 2200 ft2
Apartments,2,2,Unfurnished,875,Under Construction,13,1137,East,1,"₹ 1,15,00,000","Koregaon Park Extension, Pune, Maharashtra",2 Bds - 2 Ba - 1137 ft2
Apartments,3,3,Furnished,1100,Ready to Move,10,1335,East,1,"₹ 1,30,00,000","Narayan Peth, Pune, Maharashtra",3 Bds - 3 Ba - 1335 ft2
Apartments,1,1,Unfurnished,463,New Launch,7,626,East,1,"₹ 42,00,000","Dattawadi, Pune, Maharashtra",1 Bds - 1 Ba - 626 ft2
Apartments,2,2,Unfurnished,670,Ready to Move,4,880,East,1,"₹ 58,00,000","Hadapsar, Pune, Maharashtra",2 Bds - 2 Ba - 880 ft2
Apartments,2,2,Semi-Furnished,750,Ready to Move,7,950,East,1,"₹ 60,00,000","Hadapsar, Pune, Maharashtra",2 Bds - 2 Ba - 950 ft2
Apartments,2,2,Furnished,622,Ready to Move,-,724,East,-,"₹ 26,00,000","Vadgaon, Pune, Maharashtra",2 Bds - 2 Ba - 724 ft2
Apartments,2,2,Furnished,1000,Ready to Move,10,1225,South,1,"₹ 1,85,00,000","Boat Club Road, Pune, Maharashtra",2 Bds - 2 Ba - 1225 ft2
Builder Floors,1,1,Semi-Furnished,450,Ready to Move,5,480,South,1,"₹ 10,000","Nana Peth, Pune, Maharashtra",1 Bds - 1 Ba - 480 ft2
Apartments,1,1,Unfurnished,550,Ready to Move,5,550,East,0,"₹ 16,50,000","Narhe, Pune, Maharashtra",1 Bds - 1 Ba - 550 ft2
Apartments,4,4,Unfurnished,1650,Under Construction,25,2145,East,1,"₹ 2,04,00,000","Kharadi, Pune, Maharashtra",4 Bds - 4 Ba - 2145 ft2
Apartments,3,3,Unfurnished,1325,Ready to Move,14,1800,East,2,"₹ 1,30,00,000","NIBM Road Kondhwa, Pune, Maharashtra",3 Bds - 3 Ba - 1800 ft2
Apartments,2,2,Furnished,900,Ready to Move,-,1000,East,1,"₹ 67,00,000","Bhawani Peth, Pune, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Apartments,2,2,Unfurnished,715,Ready to Move,14,950,East,1,"₹ 47,00,000","Salunke Vihar, Pune, Maharashtra",2 Bds - 2 Ba - 950 ft2
Apartments,4,4,Unfurnished,1935,Under Construction,22,2515,East,2,"₹ 2,46,00,000","Koregaon Park Extension, Pune, Maharashtra",4 Bds - 4 Ba - 2515 ft2
Apartments,2,2,Unfurnished,799,New Launch,13,1186,East,1,"₹ 62,50,006","Market Yard, Pune, Maharashtra",2 Bds - 2 Ba - 1186 ft2
Apartments,3,3,Unfurnished,1043,Under Construction,12,1355,East,1,"₹ 1,30,00,000","Koregaon Park Extension, Pune, Maharashtra",3 Bds - 3 Ba - 1355 ft2
Apartments,1,1,Unfurnished,450,Ready to Move,9,650,East,0,"₹ 26,50,000","Salunke Vihar, Pune, Maharashtra",1 Bds - 1 Ba - 650 ft2
Apartments,2,2,Unfurnished,750,Under Construction,4,1000,North-East,1,"₹ 59,59,000","Hadapsar, Pune, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Apartments,2,2,Unfurnished,799,New Launch,13,1118,East,1,"₹ 67,00,000","Ambegaon Pathar, Pune, Maharashtra",2 Bds - 2 Ba - 1118 ft2
Apartments,2,2,Furnished,1270,Ready to Move,-,1300,-,1,"₹ 1,70,00,000","Kalyani Nagar, Pune, Maharashtra",2 Bds - 2 Ba - 1300 ft2
Apartments,4,4,Unfurnished,1444,Under Construction,16,1877,East,1,"₹ 1,77,00,000","Kharadi, Pune, Maharashtra",4 Bds - 4 Ba - 1877 ft2
Apartments,3,3,Unfurnished,1370,Under Construction,30,1800,West,1,"₹ 1,98,00,000","Baner Gaon, Pune, Maharashtra",3 Bds - 3 Ba - 1800 ft2
Apartments,4,4,Furnished,2200,Ready to Move,-,2200,-,2,"₹ 2,50,00,000","Koregaon park, Pune, Maharashtra",4 Bds - 4 Ba - 2200 ft2
Apartments,4+,4+,Semi-Furnished,5300,Ready to Move,-,5300,-,2,"₹ 8,75,00,000","Sopan Baug, Pune, Maharashtra",4+ Bds - 4+ Ba - 5300 ft2
Builder Floors,1,1,Unfurnished,285,Ready to Move,11,285,East,0,"₹ 16,00,000","Somwar Peth, Pune, Maharashtra",1 Bds - 1 Ba - 285 ft2
Apartments,2,2,Unfurnished,948,Under Construction,19,1256,West,1,"₹ 1,05,85,230","Baner Annex, Pune, Maharashtra",2 Bds - 2 Ba - 1256 ft2
Houses & Villas,4,3,Semi-Furnished,720,Ready to Move,2,1800,West,0,"₹ 1,10,00,000","Swargate, Pune, Maharashtra",4 Bds - 3 Ba - 1800 ft2
Apartments,2,2,Unfurnished,703,Under Construction,20,913,East,1,"₹ 83,00,000","Hadapsar, Pune, Maharashtra",2 Bds - 2 Ba - 913 ft2
Houses & Villas,2,3,Unfurnished,900,Ready to Move,2,1450,East,1,"₹ 70,00,000","Hadapsar, Pune, Maharashtra",2 Bds - 3 Ba - 1450 ft2
Apartments,3,3,Semi-Furnished,1089,Ready to Move,16,1420,East,2,"₹ 1,05,00,000","Dhanori, Pune, Maharashtra",3 Bds - 3 Ba - 1420 ft2
Apartments,3,3,Semi-Furnished,1150,Ready to Move,22,1350,North,1,"₹ 1,15,00,000","Nanded City, Pune, Maharashtra",3 Bds - 3 Ba - 1350 ft2
Apartments,1,2,Furnished,518,Ready to Move,11,673,East,1,"₹ 39,00,000","Dhanori, Pune, Maharashtra",1 Bds - 2 Ba - 673 ft2
Apartments,3,3,Unfurnished,1050,Ready to Move,5,1390,West,1,"₹ 98,59,635","Baner Annex, Pune, Maharashtra",3 Bds - 3 Ba - 1390 ft2
Houses & Villas,1,1,Semi-Furnished,450,Ready to Move,0,500,South,0,"₹ 34,00,000","Kharadi, Pune, Maharashtra",1 Bds - 1 Ba - 500 ft2
Apartments,2,2,Unfurnished,803,Under Construction,30,1043,East,1,"₹ 1,03,00,000","Hadapsar, Pune, Maharashtra",2 Bds - 2 Ba - 1043 ft2
Apartments,2,2,Unfurnished,800,Under Construction,22,1100,East,1,"₹ 63,00,000","NIBM Road Kondhwa, Pune, Maharashtra",2 Bds - 2 Ba - 1100 ft2
Apartments,2,2,Unfurnished,740,Ready to Move,17,1100,West,1,"₹ 67,00,000","Baner Road, Pune, Maharashtra",2 Bds - 2 Ba - 1100 ft2
Apartments,2,2,Furnished,900,Ready to Move,6,1100,East,1,"₹ 95,00,000","Dhole Patil Road, Pune, Maharashtra",2 Bds - 2 Ba - 1100 ft2
Apartments,4,4,Semi-Furnished,3535,Ready to Move,20,5050,East,1,"₹ 10,84,00,000","Kalyani Nagar, Pune, Maharashtra",4 Bds - 4 Ba - 5050 ft2
Apartments,4+,4+,Furnished,3100,Ready to Move,3,4000,East,3,"₹ 5,75,00,000","Navi peth, Pune, Maharashtra",4+ Bds - 4+ Ba - 4000 ft2
Apartments,2,2,Furnished,700,Ready to Move,8,1000,East,2,"₹ 1,10,00,000","Kalyani Nagar, Pune, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Apartments,2,2,Semi-Furnished,590,Ready to Move,7,700,East,1,"₹ 49,00,000","Anand Nagar, Pune, Maharashtra",2 Bds - 2 Ba - 700 ft2
Apartments,3,3,Unfurnished,955,Under Construction,14,1241,East,1,"₹ 1,13,00,000","Vishrant Wadi, Pune, Maharashtra",3 Bds - 3 Ba - 1241 ft2
Builder Floors,3,3,Unfurnished,1250,Under Construction,21,1600,East,1,"₹ 1,40,00,000","Hadapsar, Pune, Maharashtra",3 Bds - 3 Ba - 1600 ft2
Houses & Villas,1,1,Unfurnished,400,Ready to Move,3,400,North-East,0,"₹ 30,00,000","Janta Nagar, Pune, Maharashtra",1 Bds - 1 Ba - 400 ft2
Builder Floors,3,3,Unfurnished,1250,Under Construction,22,1700,East,1,"₹ 1,41,00,000","Magarpatta City, Pune, Maharashtra",3 Bds - 3 Ba - 1700 ft2
Apartments,1,1,Furnished,610,Ready to Move,4,610,East,1,"₹ 40,00,000","Katraj Kondhwa Road, Pune, Maharashtra",1 Bds - 1 Ba - 610 ft2
Apartments,1,1,Unfurnished,450,Ready to Move,5,575,East,1,"₹ 20,00,000","Dhayri, Pune, Maharashtra",1 Bds - 1 Ba - 575 ft2
Apartments,3,3,Unfurnished,0,New Launch,14,1300,East,1,"₹ 65,00,000","Hadapsar, Pune, Maharashtra",3 Bds - 3 Ba - 1300 ft2
Apartments,2,2,Unfurnished,740,Ready to Move,18,986,West,1,"₹ 68,50,000","Pashan, Pune, Maharashtra",2 Bds - 2 Ba - 986 ft2
Apartments,1,1,Unfurnished,375,Under Construction,5,500,East,0,"₹ 13,00,000","Ambegaon Kh Part N V, Pune, Maharashtra",1 Bds - 1 Ba - 500 ft2
Apartments,1,1,Unfurnished,460,Ready to Move,5,585,East,0,"₹ 22,00,000","Narhe, Pune, Maharashtra",1 Bds - 1 Ba - 585 ft2
Apartments,3,3,Unfurnished,960,Ready to Move,8,1280,East,1,"₹ 1,07,00,000","Hadapsar,  Pune, Maharashtra",3 Bds - 3 Ba - 1280 ft2
Apartments,4,4+,Semi-Furnished,3535,Ready to Move,15,5050,East,3,"₹ 2,60,000","Kalyani Nagar, Pune, Maharashtra",4 Bds - 4+ Ba - 5050 ft2
Apartments,3,2,Unfurnished,991,Under Construction,22,1288,East,1,"₹ 1,16,00,000","Kharadi, Pune, Maharashtra",3 Bds - 2 Ba - 1288 ft2
Apartments,2,2,Unfurnished,811,Under Construction,22,1054,East,1,"₹ 98,00,000","Kharadi, Pune, Maharashtra",2 Bds - 2 Ba - 1054 ft2
Apartments,1,1,Unfurnished,809,Ready to Move,-,809,East,0,"₹ 19,65,870","Satara Road, Balajinagar, Pune, Maharashtra",1 Bds - 1 Ba - 809 ft2
Apartments,1,1,Furnished,480,Ready to Move,6,560,-,1,"₹ 28,00,000","Kondhwa, Pune, Maharashtra",1 Bds - 1 Ba - 560 ft2
Apartments,2,2,Unfurnished,705,Ready to Move,12,830,East,1,"₹ 65,00,000","Solapur, Pune, Maharashtra",2 Bds - 2 Ba - 830 ft2
Apartments,3,3,Unfurnished,1413,Under Construction,22,1836,East,2,"₹ 1,78,00,000","Koregaon Park Extension, Pune, Maharashtra",3 Bds - 3 Ba - 1836 ft2
Houses & Villas,4+,4+,Furnished,4500,Ready to Move,-,6000,-,3+,"₹ 16,00,00,000","Koregaon park, Pune, Maharashtra",4+ Bds - 4+ Ba - 6000 ft2
Apartments,2,2,Unfurnished,878,Under Construction,18,1230,East,1,"₹ 90,00,000","Nanded City, Pune, Maharashtra",2 Bds - 2 Ba - 1230 ft2
Apartments,3,4,Furnished,1600,Ready to Move,-,2200,-,1,"₹ 3,50,00,000","Bhosle Nagar, Pune, Maharashtra",3 Bds - 4 Ba - 2200 ft2
Apartments,2,2,Unfurnished,870,Under Construction,20,1131,East,1,"₹ 1,39,00,000","Koregaon Park Extension, Pune, Maharashtra",2 Bds - 2 Ba - 1131 ft2
Apartments,1,1,Unfurnished,452,Ready to Move,22,680,East,1,"₹ 51,00,000","Baner - Mahalunge Road, Pune, Maharashtra",1 Bds - 1 Ba - 680 ft2
Apartments,2,2,Unfurnished,761,New Launch,21,1065,East,1,"₹ 49,00,000","Ambegaon, Pune, Maharashtra",2 Bds - 2 Ba - 1065 ft2
Apartments,2,2,Unfurnished,750,Ready to Move,1,900,North,0,"₹ 85,00,000","Salisbury Park, Pune, Maharashtra",2 Bds - 2 Ba - 900 ft2
Apartments,4,4,Unfurnished,1682,Under Construction,17,2186,East,2,"₹ 2,60,00,000","Koregaon Park Extension, Pune, Maharashtra",4 Bds - 4 Ba - 2186 ft2
Apartments,3,3,Semi-Furnished,1069,Ready to Move,16,1480,East,2,"₹ 1,05,00,000","Dhanori, Pune, Maharashtra",3 Bds - 3 Ba - 1480 ft2
Apartments,3,3,Unfurnished,964,Under Construction,20,1253,East,1,"₹ 1,20,00,000","Hadapsar, Pune, Maharashtra",3 Bds - 3 Ba - 1253 ft2
Apartments,1,1,Semi-Furnished,360,Ready to Move,5,478,East,0,"₹ 18,50,000","Katraj, Pune, Maharashtra",1 Bds - 1 Ba - 478 ft2
Houses & Villas,2,3,Unfurnished,250,Ready to Move,3,250,East,1,"₹ 21,00,000","Solapur, Pune, Maharashtra",2 Bds - 3 Ba - 250 ft2
Apartments,2,2,Unfurnished,800,Ready to Move,14,1096,West,1,"₹ 67,50,000","Pashan, Pune, Maharashtra",2 Bds - 2 Ba - 1096 ft2
Builder Floors,3,2,Semi-Furnished,1500,Ready to Move,5,2000,East,0,"₹ 85,00,000","Bhawani Peth, Pune, Maharashtra",3 Bds - 2 Ba - 2000 ft2
Apartments,2,2,Semi-Furnished,849,Ready to Move,12,998,East,1,"₹ 82,00,000","Anand Nagar, Pune, Maharashtra",2 Bds - 2 Ba - 998 ft2
Apartments,3,3,Unfurnished,1500,Under Construction,13,1950,East,1,"₹ 2,00,00,000","Koregaon Park Extension, Pune, Maharashtra",3 Bds - 3 Ba - 1950 ft2
Apartments,2,2,Semi-Furnished,650,Ready to Move,9,920,East,1,"₹ 39,50,000","Salunke Vihar, Pune, Maharashtra",2 Bds - 2 Ba - 920 ft2
Apartments,2,2,Semi-Furnished,593,Under Construction,20,893,North-East,1,"₹ 71,90,000","Hadapsar, Pune, Maharashtra",2 Bds - 2 Ba - 893 ft2
Apartments,3,3,Semi-Furnished,1156,Under Construction,23,1520,East,1,"₹ 76,00,000","Kalyani Nagar, Pune, Maharashtra",3 Bds - 3 Ba - 1520 ft2
Apartments,3,3,Unfurnished,1427,Under Construction,34,1855,East,2,"₹ 3,00,00,000","Koregaon Park Extension, Pune, Maharashtra",3 Bds - 3 Ba - 1855 ft2
Apartments,2,2,Unfurnished,1120,Under Construction,14,1500,East,1,"₹ 2,10,00,000","Koregaon Park Extension, Pune, Maharashtra",2 Bds - 2 Ba - 1500 ft2
Apartments,2,2,-,855,Ready to Move,-,855,-,-,"₹ 27,00,000","Kondhwa Khurd, Pune, Maharashtra",2 Bds - 2 Ba - 855 ft2
Apartments,2,2,Unfurnished,761,New Launch,21,1065,East,1,"₹ 49,00,000","Market Yard, Pune, Maharashtra",2 Bds - 2 Ba - 1065 ft2
Houses & Villas,4,4,Unfurnished,3100,Ready to Move,3,3100,-,-,"₹ 4,25,00,000","Kalyani Nagar, Pune, Maharashtra",4 Bds - 4 Ba - 3100 ft2
Apartments,3,2,Unfurnished,870,Under Construction,14,1131,East,1,"₹ 1,05,00,000","Kharadi, Pune, Maharashtra",3 Bds - 2 Ba - 1131 ft2
Apartments,1,1,-,450,Ready to Move,-,450,East,0,"₹ 13,50,000","Kondhwa Khurd, Pune, Maharashtra",1 Bds - 1 Ba - 450 ft2
Apartments,2,2,Unfurnished,750,Ready to Move,7,1080,East,1,"₹ 56,00,000","Hadapsar, Pune, Maharashtra",2 Bds - 2 Ba - 1080 ft2
Builder Floors,4+,4+,Furnished,5000,Ready to Move,-,9000,-,3+,"₹ 5,11,00,000","Magarpatta City, Pune, Maharashtra",4+ Bds - 4+ Ba - 9000 ft2
Apartments,1,1,Unfurnished,500,Ready to Move,5,600,East,0,"₹ 22,00,000","Narhe, Pune, Maharashtra",1 Bds - 1 Ba - 600 ft2
Apartments,1,1,Unfurnished,430,Under Construction,20,559,East,1,"₹ 54,00,000","Hadapsar, Pune, Maharashtra",1 Bds - 1 Ba - 559 ft2
Apartments,2,2,Unfurnished,658,Under Construction,20,900,East,1,"₹ 59,90,000","Baner, Pune, Maharashtra",2 Bds - 2 Ba - 900 ft2
Apartments,2,2,Unfurnished,950,Ready to Move,11,1300,West,1,"₹ 51,00,000","Pisoli, Pune, Maharashtra",2 Bds - 2 Ba - 1300 ft2
Apartments,1,1,Unfurnished,598,Ready to Move,-,598,East,0,"₹ 16,14,600","Satara Road, Balajinagar, Pune, Maharashtra",1 Bds - 1 Ba - 598 ft2
Apartments,2,2,Unfurnished,820,Under Construction,22,1066,East,1,"₹ 93,00,000","Koregaon Park Extension, Pune, Maharashtra",2 Bds - 2 Ba - 1066 ft2
Apartments,2,2,Unfurnished,700,New Launch,18,1000,East,1,"₹ 55,00,000","NIBM Road Kondhwa, Pune, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Apartments,3,3,Semi-Furnished,1400,Ready to Move,0,2000,North,1,"₹ 2,85,00,000","Kalyani Nagar, Pune, Maharashtra",3 Bds - 3 Ba - 2000 ft2
Apartments,2,2,Unfurnished,800,Under Construction,11,1100,East,1,"₹ 55,00,000","NIBM Road Kondhwa, Pune, Maharashtra",2 Bds - 2 Ba - 1100 ft2
Apartments,2,2,Unfurnished,763,New Launch,21,1063,East,1,"₹ 49,00,000","Katraj, Pune, Maharashtra",2 Bds - 2 Ba - 1063 ft2
Apartments,3,2,Unfurnished,1185,Under Construction,22,1540,East,1,"₹ 1,75,00,000","Wadgaon Sheri, Pune, Maharashtra",3 Bds - 2 Ba - 1540 ft2
Apartments,1,1,Unfurnished,635,Ready to Move,4,635,East,1,"₹ 34,00,000","Narhe, Pune, Maharashtra",1 Bds - 1 Ba - 635 ft2
Apartments,2,2,Unfurnished,750,Ready to Move,15,860,East,1,"₹ 15,000","Hadapsar, Pune, Maharashtra",2 Bds - 2 Ba - 860 ft2
Apartments,3,3,Unfurnished,936,Under Construction,20,1216,East,1,"₹ 1,07,00,000","Hadapsar, Pune, Maharashtra",3 Bds - 3 Ba - 1216 ft2
Apartments,3,3,Unfurnished,00,Under Construction,22,1400,East,1,"₹ 1,00,00,000","Hadapsar,  Pune, Maharashtra",3 Bds - 3 Ba - 1400 ft2
Apartments,2,2,Unfurnished,878,Under Construction,18,1230,East,1,"₹ 90,00,000","Narhe, Pune, Maharashtra",2 Bds - 2 Ba - 1230 ft2
Apartments,1,1,Unfurnished,811,Ready to Move,-,811,East,0,"₹ 18,97,740","Baner, Pune, Maharashtra",1 Bds - 1 Ba - 811 ft2
Apartments,2,2,Unfurnished,700,Ready to Move,9,850,West,1,"₹ 62,00,000","Hadapsar, Pune, Maharashtra",2 Bds - 2 Ba - 850 ft2
Apartments,4,4,Unfurnished,1800,Under Construction,13,2340,East,2,"₹ 2,40,00,000","Koregaon Park Extension, Pune, Maharashtra",4 Bds - 4 Ba - 2340 ft2
Apartments,3,3,Unfurnished,1141,Under Construction,30,1483,East,1,"₹ 1,42,00,000","Kharadi, Pune, Maharashtra",3 Bds - 3 Ba - 1483 ft2
Apartments,2,2,Unfurnished,741,Under Construction,14,963,East,1,"₹ 92,00,000","Kharadi, Pune, Maharashtra",2 Bds - 2 Ba - 963 ft2
Apartments,3,3,Unfurnished,1150,Under Construction,25,1495,East,1,"₹ 1,42,00,000","Kharadi, Pune, Maharashtra",3 Bds - 3 Ba - 1495 ft2
Apartments,2,2,-,650,Ready to Move,-,663,-,-,"₹ 21,00,000","Kondhwa Khurd, Pune, Maharashtra",2 Bds - 2 Ba - 663 ft2
Apartments,2,2,Unfurnished,739,Ready to Move,2,68,-,1,"₹ 45,00,000","Dhayri, Pune, Maharashtra",2 Bds - 2 Ba - 68 ft2
Apartments,2,2,Unfurnished,761,New Launch,21,1065,West,1,"₹ 49,00,000","Magarpatta City, Pune, Maharashtra",2 Bds - 2 Ba - 1065 ft2
Apartments,2,3,Unfurnished,700,Ready to Move,6,700,East,0,"₹ 28,00,000","Narhe, Pune, Maharashtra",2 Bds - 3 Ba - 700 ft2
Apartments,1,1,Unfurnished,625,Ready to Move,-,625,East,0,"₹ 16,87,500","Satara Road, Balajinagar, Pune, Maharashtra",1 Bds - 1 Ba - 625 ft2
Apartments,2,2,Semi-Furnished,850,Ready to Move,22,1150,East,1,"₹ 81,00,000","NIBM, Pune, Maharashtra",2 Bds - 2 Ba - 1150 ft2
Apartments,2,2,Unfurnished,787,Under Construction,12,1023,East,1,"₹ 95,00,000","Hadapsar, Pune, Maharashtra",2 Bds - 2 Ba - 1023 ft2
Apartments,-,1,Furnished,349,Ready to Move,4,349,North-East,0,"₹ 25,00,000","Khadki, Pune, Maharashtra",-
Apartments,2,2,Unfurnished,725,New Launch,11,1025,East,1,"₹ 55,00,000","NIBM Road Kondhwa, Pune, Maharashtra",2 Bds - 2 Ba - 1025 ft2
Apartments,2,2,Semi-Furnished,1065,Ready to Move,5,1250,East,1,"₹ 98,00,00,000","Modi Colony, Pune, Maharashtra",2 Bds - 2 Ba - 1250 ft2
