Property type,Bedroom,Bathroom,Furnished Status,Carpet Area,Construction Status,Floor No,SquareFeet,Facing,Car Parking,Total Price (INR),Address,BHK
Apartments,2,2,Semi-Furnished,750,Ready to Move,21,1150,North-East,1,"₹ 1,20,00,000","Kharghar, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1150 ft2
Apartments,1,1,Unfurnished,395,Under Construction,17,604,East,1,"₹ 36,00,000","Panvel, Maharashtra, India",1 Bds - 1 Ba - 604 ft2
Apartments,1,2,Unfurnished,435,Under Construction,11,695,East,0,"₹ 42,00,000","Karanjade, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 695 ft2
Builder Floors,1,1,Unfurnished,450,New Launch,4,752,East,0,"₹ 40,00,000","Old Panvel, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 752 ft2
Apartments,2,2,Unfurnished,650,Ready to Move,33,900,East,1,"₹ 80,00,000","Panvel, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 900 ft2
Apartments,2,2,Furnished,950,Ready to Move,7,1080,North-East,0,"₹ 85,00,000","Ulwe, Navi  Mumbai, Maharashtra",2 Bds - 2 Ba - 1080 ft2
Builder Floors,1,1,Unfurnished,400,Ready to Move,6,650,North,0,"₹ 43,00,000","Wahal Village, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 650 ft2
Apartments,1,2,Unfurnished,406,Under Construction,14,665,North-East,0,"₹ 51,51,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 665 ft2
Apartments,2,2,Semi-Furnished,630,Ready to Move,14,1050,North-East,-,"₹ 75,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1050 ft2
Builder Floors,1,2,Unfurnished,420,Under Construction,14,740,East,1,"₹ 65,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 740 ft2
Apartments,2,2,Unfurnished,813,Under Construction,13,1200,East,1,"₹ 1,14,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1200 ft2
Builder Floors,2,2,Unfurnished,650,Ready to Move,10,1150,East,1,"₹ 1,20,00,000","Ulwe, Navi  Mumbai, Maharashtra",2 Bds - 2 Ba - 1150 ft2
Apartments,2,2,Semi-Furnished,800,Ready to Move,21,1200,North-East,1,"₹ 35,000","Kharghar, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1200 ft2
Apartments,1,1,Unfurnished,415,Ready to Move,7,700,East,1,"₹ 50,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 700 ft2
Apartments,3,3,Unfurnished,1200,Under Construction,12,1910,West,1,"₹ 1,73,00,000","Ulwe, Navi Mumbai, Maharashtra",3 Bds - 3 Ba - 1910 ft2
Builder Floors,1,2,Unfurnished,405,Under Construction,13,675,East,1,"₹ 51,50,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 675 ft2
Apartments,2,2,Unfurnished,800,Under Construction,12,1200,North-East,1,"₹ 96,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1200 ft2
Apartments,2,2,Unfurnished,600,Under Construction,37,1040,West,1,"₹ 85,00,000","Kharghar, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1040 ft2
Builder Floors,1,1,Unfurnished,380,Ready to Move,12,650,-,-,"₹ 30,00,000","Kamothe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 650 ft2
Apartments,2,2,Unfurnished,740,Ready to Move,-,840,North-East,1,"₹ 47,00,000","Kharghar, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 840 ft2
Builder Floors,2,2,Unfurnished,600,Ready to Move,12,1080,East,1,"₹ 90,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1080 ft2
Apartments,1,2,Unfurnished,295,Under Construction,14,462,North-East,0,"₹ 35,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 462 ft2
Apartments,2,2,Unfurnished,626,New Launch,33,1080,North,1,"₹ 72,90,000","Kharghar, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1080 ft2
Apartments,2,2,Semi-Furnished,750,Ready to Move,7,1150,East,1,"₹ 72,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1150 ft2
Apartments,2,2,Unfurnished,554,Under Construction,13,950,West,-,"₹ 80,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 950 ft2
Apartments,2,2,Unfurnished,749,Ready to Move,4,850,North,-,"₹ 65,00,000","Kharghar, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 850 ft2
Apartments,1,1,Unfurnished,381,New Launch,12,621,East,-,"₹ 36,50,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 621 ft2
Apartments,1,2,Unfurnished,445,Ready to Move,7,800,East,1,"₹ 32,00,000","Kharghar, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 800 ft2
Apartments,1,1,Unfurnished,200,Ready to Move,4,425,East,-,"₹ 26,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 425 ft2
Apartments,1,1,Unfurnished,333,Ready to Move,7,387,East,1,"₹ 35,00,000","Kharghar, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 387 ft2
Apartments,1,1,Unfurnished,380,Ready to Move,7,650,North,-,"₹ 53,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 650 ft2
Apartments,1,1,Unfurnished,218,Ready to Move,3,375,East,-,"₹ 15,10,000","Panvel, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 375 ft2
Builder Floors,2,2,Unfurnished,700,Ready to Move,7,1175,East,1,"₹ 78,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1175 ft2
Apartments,1,1,Unfurnished,410,New Launch,5,631,East,0,"₹ 39,00,000","Dapoli, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 631 ft2
-,-,-,-,-,-,-,-,-,-,"₹ 1,00,00,000",-,-
Builder Floors,1,2,Unfurnished,539,Ready to Move,11,750,East,1,"₹ 55,00,000","Panvel, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 750 ft2
Apartments,3,3,Unfurnished,1249,Under Construction,37,1650,East,1,"₹ 1,35,00,000","Panvel, Navi Mumbai, Maharashtra",3 Bds - 3 Ba - 1650 ft2
Apartments,1,2,Furnished,425,Ready to Move,7,740,East,1,"₹ 67,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 740 ft2
Apartments,2,2,Unfurnished,850,Ready to Move,40,1395,East,1,"₹ 1,32,00,000","Kharghar, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1395 ft2
Builder Floors,2,2,Unfurnished,800,Ready to Move,14,1323,East,1,"₹ 1,50,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1323 ft2
Apartments,2,2,Semi-Furnished,600,Ready to Move,4,1000,North-East,-,"₹ 65,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Apartments,-,1,Unfurnished,280,Ready to Move,4,400,East,-,"₹ 32,00,000","Kamothe, Navi Mumbai, Maharashtra",-
Builder Floors,1,1,Unfurnished,500,Ready to Move,31,750,East,1,"₹ 45,00,000","Panvel, Maharashtra, India",1 Bds - 1 Ba - 750 ft2
Apartments,2,2,Unfurnished,680,Under Construction,9,1060,East,0,"₹ 72,00,000","Dapoli, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1060 ft2
Apartments,1,1,Unfurnished,395,Ready to Move,7,615,East,-,"₹ 44,50,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 615 ft2
Apartments,1,1,Unfurnished,328,Ready to Move,4,390,East,1,"₹ 17,00,000","Kamothe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 390 ft2
Apartments,1,2,Unfurnished,420,Under Construction,12,700,North-East,0,"₹ 51,50,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 700 ft2
Builder Floors,1,1,Unfurnished,400,Ready to Move,4,640,North,0,"₹ 38,00,000","Wahal Village, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 640 ft2
Builder Floors,1,1,Unfurnished,400,Ready to Move,4,640,West,0,"₹ 38,00,000","Wahal Village, Navi  Mumbai, Maharashtra",1 Bds - 1 Ba - 640 ft2
Builder Floors,1,1,Unfurnished,410,Ready to Move,6,650,North-East,0,"₹ 42,00,000","Wahal Village, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 650 ft2
Apartments,1,2,Unfurnished,450,Ready to Move,7,700,East,0,"₹ 48,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 700 ft2
Apartments,1,1,Unfurnished,459,New Launch,28,675,East,0,"₹ 54,00,000","Panvel, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 675 ft2
Apartments,1,1,Unfurnished,499,Ready to Move,1,595,East,1,"₹ 17,00,000","Panvel, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 595 ft2
Apartments,1,1,Semi-Furnished,425,-,7,650,East,1,"₹ 58,00,000","Kamothe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 650 ft2
Houses & Villas,4,4,Unfurnished,1250,Ready to Move,2,1850,South-East,1,"₹ 3,00,00,000","Nerul, Navi Mumbai, Maharashtra",4 Bds - 4 Ba - 1850 ft2
-,-,-,-,-,-,-,-,-,-,-,-,-
Apartments,2,2,Unfurnished,524,Ready to Move,13,1030,West,-,"₹ 1,05,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1030 ft2
Apartments,1,2,Unfurnished,442,Ready to Move,3,650,East,1,"₹ 26,50,000","Panvel, Maharashtra, India",1 Bds - 2 Ba - 650 ft2
Apartments,2,2,Unfurnished,625,Ready to Move,7,950,East,1,"₹ 78,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 950 ft2
Apartments,1,1,Unfurnished,450,Ready to Move,7,700,East,0,"₹ 42,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 700 ft2
Apartments,-,1,Unfurnished,250,Ready to Move,4,350,East,0,"₹ 28,00,000","Ulwe, Navi Mumbai, Maharashtra",-
Apartments,3,3,Unfurnished,955,New Launch,12,1610,East,-,"₹ 88,00,000","Dapoli, Navi  Mumbai, Maharashtra",3 Bds - 3 Ba - 1610 ft2
Apartments,1,1,Unfurnished,430,Ready to Move,7,700,East,1,"₹ 52,50,000","Wadghar Village, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 700 ft2
Apartments,1,1,Unfurnished,425,Under Construction,7,690,North,-,"₹ 40,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 690 ft2
Apartments,2,2,Unfurnished,650,Ready to Move,4,1050,North,-,"₹ 65,00,000","Kamothe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1050 ft2
Apartments,2,2,Unfurnished,642,Under Construction,7,1070,West,1,"₹ 70,00,000","Ulwe, Navi  Mumbai, Maharashtra",2 Bds - 2 Ba - 1070 ft2
Apartments,2,2,Unfurnished,750,Ready to Move,13,1220,East,1,"₹ 90,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1220 ft2
Apartments,2,2,Unfurnished,762,Ready to Move,7,980,North-East,1,"₹ 95,00,000","Kharghar, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 980 ft2
Apartments,1,1,Unfurnished,369,Under Construction,19,650,East,-,"₹ 36,00,000","Panvel, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 650 ft2
Apartments,2,2,Unfurnished,680,Under Construction,42,1200,East,1,"₹ 99,00,000","Kharghar, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1200 ft2
Apartments,2,2,Unfurnished,740,Ready to Move,14,999,North-West,1,"₹ 85,00,000","Kharghar, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 999 ft2
Builder Floors,2,2,Unfurnished,650,Under Construction,46,950,East,1,"₹ 1,05,00,000","Kharghar, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 950 ft2
Builder Floors,2,2,Unfurnished,650,Ready to Move,10,1150,East,1,"₹ 1,20,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1150 ft2
Apartments,1,1,Unfurnished,380,Under Construction,4,636,East,1,"₹ 30,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 636 ft2
Houses & Villas,3,3,Semi-Furnished,1600,Under Construction,2,2800,East,1,"₹ 2,12,00,000","Panvel, Navi  Mumbai, Maharashtra",3 Bds - 3 Ba - 2800 ft2
Apartments,1,1,Semi-Furnished,270,Ready to Move,4,407,North,0,"₹ 41,00,000","Old Panvel, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 407 ft2
Apartments,1,1,Semi-Furnished,390,Ready to Move,5,465,East,1,"₹ 22,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 465 ft2
Apartments,2,2,Unfurnished,680,Under Construction,36,950,East,1,"₹ 1,05,00,000","Kharghar, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 950 ft2
Apartments,1,1,Unfurnished,220,Ready to Move,4,360,-,-,"₹ 18,00,000","Karanjade, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 360 ft2
Builder Floors,2,2,Unfurnished,800,Ready to Move,14,1300,East,1,"₹ 1,65,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1300 ft2
Builder Floors,2,2,Unfurnished,700,Under Construction,14,1200,East,1,"₹ 1,14,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1200 ft2
Apartments,2,2,Unfurnished,575,Under Construction,18,935,North-East,1,"₹ 51,00,000","Kharghar, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 935 ft2
Apartments,1,2,Unfurnished,430,Under Construction,6,640,North,0,"₹ 41,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 640 ft2
Builder Floors,1,2,Semi-Furnished,450,Ready to Move,7,700,East,1,"₹ 53,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 700 ft2
Apartments,2,1,Unfurnished,575,Ready to Move,13,810,South-East,0,"₹ 69,00,000","Kamothe, Navi Mumbai, Maharashtra",2 Bds - 1 Ba - 810 ft2
Apartments,2,2,Unfurnished,700,Ready to Move,13,1150,North-East,1,"₹ 10,05,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1150 ft2
Apartments,1,1,Unfurnished,373,Ready to Move,7,565,North,-,"₹ 51,00,000","Kharghar, Navi  Mumbai, Maharashtra",1 Bds - 1 Ba - 565 ft2
Builder Floors,2,2,Unfurnished,553,Under Construction,33,900,East,1,"₹ 72,00,000","Mansarovar, Navi  Mumbai, Maharashtra",2 Bds - 2 Ba - 900 ft2
Apartments,1,1,Unfurnished,400,Under Construction,7,680,-,-,"₹ 51,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 680 ft2
Apartments,1,1,Semi-Furnished,475,Ready to Move,4,475,-,-,"₹ 25,00,000","CBD Belapur, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 475 ft2
Builder Floors,2,2,Unfurnished,891,Under Construction,36,1400,East,1,"₹ 65,00,000","Panvel, Navi  Mumbai, Maharashtra",2 Bds - 2 Ba - 1400 ft2
Apartments,3,3,Semi-Furnished,938,Under Construction,51,1500,East,1,"₹ 1,35,00,000","Kharghar, Navi  Mumbai, Maharashtra",3 Bds - 3 Ba - 1500 ft2
Apartments,1,1,Unfurnished,448,Ready to Move,5,464,East,1,"₹ 22,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 464 ft2
Apartments,1,1,Semi-Furnished,350,Ready to Move,12,650,East,1,"₹ 31,00,000","Kamothe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 650 ft2
Apartments,1,1,Unfurnished,300,Ready to Move,4,500,-,1,"₹ 35,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 500 ft2
Builder Floors,3,3,Unfurnished,1108,Under Construction,33,1600,West,2,"₹ 1,44,00,000","Old Panvel, Navi Mumbai, Maharashtra",3 Bds - 3 Ba - 1600 ft2
Apartments,2,2,Unfurnished,650,Ready to Move,4,1050,East,1,"₹ 67,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1050 ft2
Builder Floors,2,2,Unfurnished,800,Ready to Move,14,1323,East,1,"₹ 1,50,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1323 ft2
Builder Floors,2,2,Unfurnished,700,Under Construction,14,1200,East,1,"₹ 1,15,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1200 ft2
Apartments,1,2,Furnished,400,Under Construction,36,700,East,1,"₹ 30,00,000","Kharghar, Navi  Mumbai, Maharashtra",1 Bds - 2 Ba - 700 ft2
Apartments,1,2,Unfurnished,405,Under Construction,13,670,East,0,"₹ 51,50,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 670 ft2
Builder Floors,1,1,Unfurnished,470,Ready to Move,-,620,-,-,"₹ 32,00,000","Gavan Phata, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 620 ft2
Houses & Villas,3,3,Semi-Furnished,1190,Ready to Move,2,1290,North-East,1,"₹ 99,00,000","Kharghar, Navi Mumbai, Maharashtra",3 Bds - 3 Ba - 1290 ft2
Apartments,4,4,Unfurnished,1820,New Launch,4,2800,West,2,"₹ 1,50,00,000","Karanjade, Navi Mumbai, Maharashtra",4 Bds - 4 Ba - 2800 ft2
Apartments,1,1,Unfurnished,340,Ready to Move,7,550,North-East,0,"₹ 41,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 550 ft2
Builder Floors,2,2,Unfurnished,600,Ready to Move,12,1080,East,1,"₹ 85,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1080 ft2
Apartments,2,2,Unfurnished,700,Ready to Move,13,1100,North-East,1,"₹ 86,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1100 ft2
Apartments,3,3,Semi-Furnished,986,Ready to Move,12,1500,East,1,"₹ 2,50,00,000","CBD Belapur, Navi Mumbai, Maharashtra",3 Bds - 3 Ba - 1500 ft2
Apartments,1,2,Unfurnished,390,Ready to Move,4,600,North-East,1,"₹ 40,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 600 ft2
Builder Floors,1,2,Unfurnished,410,Under Construction,7,680,East,0,"₹ 42,00,000","Wahal Village, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 680 ft2
Apartments,2,2,Unfurnished,746,Under Construction,30,1100,East,1,"₹ 1,81,00,000","Kharghar, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1100 ft2
Apartments,2,2,Unfurnished,894,Ready to Move,13,1370,-,1,"₹ 1,60,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1370 ft2
Builder Floors,3,3,Unfurnished,723,Under Construction,28,1100,West,1,"₹ 1,50,00,000","CBD Belapur, Navi Mumbai, Maharashtra",3 Bds - 3 Ba - 1100 ft2
Apartments,2,2,Unfurnished,645,Under Construction,7,1040,-,-,"₹ 55,00,000","Ulwe, Navi  Mumbai, Maharashtra",2 Bds - 2 Ba - 1040 ft2
Apartments,1,2,Unfurnished,400,Ready to Move,4,625,East,-,"₹ 36,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 625 ft2
Houses & Villas,4,3,Semi-Furnished,1700,Ready to Move,2,2000,East,1,"₹ 2,50,00,000","New Panvel, Navi Mumbai, Maharashtra",4 Bds - 3 Ba - 2000 ft2
Apartments,1,1,Furnished,450,Ready to Move,7,684,East,0,"₹ 50,00,000","Karanjade, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 684 ft2
Apartments,2,2,Unfurnished,850,Ready to Move,7,1001,North-East,1,"₹ 72,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1001 ft2
Apartments,2,2,Unfurnished,570,Ready to Move,7,960,East,0,"₹ 72,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 960 ft2
Apartments,2,2,Semi-Furnished,1000,Under Construction,37,699,East,1,"₹ 70,00,000","Panvel, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 699 ft2
Apartments,1,2,Unfurnished,414,Under Construction,18,690,North-East,1,"₹ 38,00,000","Kharghar, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 690 ft2
Apartments,1,2,Semi-Furnished,490,Ready to Move,7,650,East,1,"₹ 35,00,000","Kharghar, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 650 ft2
Apartments,2,2,Unfurnished,792,Under Construction,13,1330,East,1,"₹ 1,08,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1330 ft2
Apartments,2,2,Unfurnished,577,Ready to Move,6,688,East,1,"₹ 30,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 688 ft2
Apartments,1,1,Furnished,400,Ready to Move,7,680,West,0,"₹ 60,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 680 ft2
Apartments,1,1,Unfurnished,420,Ready to Move,4,640,North,1,"₹ 35,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 640 ft2
Apartments,1,1,Unfurnished,240,Ready to Move,4,410,North,0,"₹ 24,00,000","Wadghar Village, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 410 ft2
Apartments,1,1,Unfurnished,369,Under Construction,19,600,-,-,"₹ 42,00,000","Palaspe Phata, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 600 ft2
Apartments,1,1,Unfurnished,350,Ready to Move,4,500,West,0,"₹ 30,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 500 ft2
Apartments,2,2,Unfurnished,950,Ready to Move,7,1230,East,1,"₹ 95,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1230 ft2
Apartments,1,2,Unfurnished,400,Ready to Move,4,590,-,0,"₹ 34,00,000","Old Panvel, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 590 ft2
Apartments,2,2,Unfurnished,636,Ready to Move,7,1000,West,1,"₹ 85,00,000","Ulwe, Navi Mumbai, Maharashtra",2 Bds - 2 Ba - 1000 ft2
Apartments,1,2,Semi-Furnished,450,Ready to Move,4,705,East,0,"₹ 45,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 2 Ba - 705 ft2
Apartments,1,1,Unfurnished,403,Under Construction,7,673,East,1,"₹ 35,00,000","Karanjade, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 673 ft2
Builder Floors,1,1,Unfurnished,400,Ready to Move,11,650,East,1,"₹ 23,00,000","Panvel, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 650 ft2
Apartments,1,1,Furnished,480,Ready to Move,7,680,-,1,"₹ 38,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 680 ft2
Apartments,1,1,Unfurnished,442,Ready to Move,3,650,North-East,1,"₹ 28,00,000","Panvel, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 650 ft2
Apartments,-,1,Unfurnished,220,Ready to Move,4,395,East,-,"₹ 24,00,000","Ulwe, Navi Mumbai, Maharashtra",-
Apartments,1,1,Unfurnished,380,Ready to Move,4,630,North-West,-,"₹ 34,00,000","Ulwe, Navi Mumbai, Maharashtra",1 Bds - 1 Ba - 630 ft2
