Property type,Bedroom,Bathroom,Furnished Status,Carpet Area,Construction Status,Floor No,SquareFeet,Facing,Car Parking,Total Price (INR),Address,BHK
Houses & Villas,3,3,Unfurnished,1140,Ready to Move,2,2000,East,1,"₹ 1,10,00,000","Pokhariput, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 2000 ft2
Builder Floors,1,1,Furnished,1000,Ready to Move,-,1400,-,1,"₹ 20,00,000","Saheed Nagar, Bhubaneshwar, Odisha",1 Bds - 1 Ba - 1400 ft2
Houses & Villas,4+,4+,Semi-Furnished,3000,Ready to Move,3,3000,-,1,"₹ 1,15,00,000","Tomango, Bhubaneshwar, Odisha",4+ Bds - 4+ Ba - 3000 ft2
Apartments,2,2,Semi-Furnished,900,Ready to Move,4,1100,East,1,"₹ 57,00,000","Buxi Bazaar, Cuttack, Odisha",2 Bds - 2 Ba - 1100 ft2
Apartments,3,3,Furnished,1402,Ready to Move,4,1602,North-East,1,"₹ 88,88,888","Ghatikia, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1602 ft2
Apartments,2,2,Unfurnished,678,Under Construction,5,990,North,1,"₹ 48,00,000","Hansapal, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 990 ft2
Apartments,2,2,Semi-Furnished,900,Ready to Move,7,1100,East,1,"₹ 75,00,000","Chandrasekharpur, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1100 ft2
Builder Floors,4+,4,Furnished,1400,Ready to Move,3,1600,North-West,1,"₹ 1,20,00,000","Link Road, Cuttack, Odisha",4+ Bds - 4 Ba - 1600 ft2
Apartments,2,2,Unfurnished,660,Under Construction,4,1089,North,1,"₹ 68,34,000","Patia, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1089 ft2
Apartments,4+,4+,Furnished,8000,Ready to Move,4,9000,East,0,"₹ 2,60,00,000","Samantarapur, Bhubaneshwar, Odisha",4+ Bds - 4+ Ba - 9000 ft2
Apartments,3,2,Unfurnished,1464,Ready to Move,4,2072,East,1,"₹ 1,38,18,000","Jharapada, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 2072 ft2
Houses & Villas,2,2,Semi-Furnished,1000,New Launch,2,1200,North,1,"₹ 10,000","Hansapal, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1200 ft2
Houses & Villas,2,2,Unfurnished,1880,Ready to Move,2,2200,North,-,"₹ 1,50,00,000","Acharya Vihar, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 2200 ft2
Houses & Villas,2,1,Furnished,673,Under Construction,22,673,East,1,"₹ 29,00,000","Sijua Patrapada, Bhubaneshwar, Odisha",2 Bds - 1 Ba - 673 ft2
Apartments,3,3,Unfurnished,1256,Under Construction,12,1901,North,1,"₹ 1,23,56,500","Koradakanta, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1901 ft2
Houses & Villas,2,2,Semi-Furnished,1500,Ready to Move,2,1800,South,0,"₹ 2,70,00,000","Police Colony Near Bijupattnaik Colony, Cuttack, Odisha",2 Bds - 2 Ba - 1800 ft2
Apartments,2,2,Unfurnished,900,Ready to Move,4,1050,East,1,"₹ 50,00,000","Kesora, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1050 ft2
Houses & Villas,4,4,Semi-Furnished,1505,Under Construction,3,2566,East,1,"₹ 1,17,00,000","Suanga Village, Bhubaneshwar, Odisha",4 Bds - 4 Ba - 2566 ft2
Apartments,1,1,Semi-Furnished,700,Ready to Move,11,800,East,3+,"₹ 23,00,000","Patia Chandaka Industrial Estate, Bhubaneshwar, Odisha",1 Bds - 1 Ba - 800 ft2
Houses & Villas,3,4,Unfurnished,2000,New Launch,2,2030,East,2,"₹ 64,99,999","Pahala, Bhubaneshwar, Odisha",3 Bds - 4 Ba - 2030 ft2
Apartments,3,2,Furnished,1023,Ready to Move,3,1336,East,1,"₹ 61,25,806","Nayapalli, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1336 ft2
Houses & Villas,1,1,Furnished,680,Ready to Move,-,1100,South,1,"₹ 23,00,000","Kanhupur, Pipili, Odisha",1 Bds - 1 Ba - 1100 ft2
Houses & Villas,3,3,Semi-Furnished,1600,Ready to Move,2,2100,East,1,"₹ 72,00,000","Phulnakhra, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 2100 ft2
Apartments,3,3,Semi-Furnished,1212,Under Construction,4,1834,North-East,1,"₹ 1,55,00,000","BJB Nagar, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1834 ft2
Apartments,3,2,Furnished,1024,New Launch,3,1335,East,1,"₹ 63,25,480","Nayapalli, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1335 ft2
Apartments,2,2,Unfurnished,1130,Ready to Move,4,1400,East,1,"₹ 75,00,000","Patia, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1400 ft2
Apartments,3,3,Unfurnished,1253,Ready to Move,4,1774,East,1,"₹ 1,18,81,000","Jharapada, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1774 ft2
Builder Floors,3,3,Unfurnished,1270,New Launch,29,1547,-,1,"₹ 40,00,000","Kalinga Nagar Ghatikia, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1547 ft2
Apartments,3,2,Unfurnished,806,Under Construction,5,1295,East,1,"₹ 64,07,000","Baranga, Cuttack, Odisha",3 Bds - 2 Ba - 1295 ft2
Apartments,2,2,Furnished,1007,New Launch,4,1304,North-East,2,"₹ 64,00,000","Sijua Patrapada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1304 ft2
Builder Floors,2,2,Semi-Furnished,1050,Ready to Move,7,1050,North-East,2,"₹ 65,90,000","Mahanadi Vihar, Cuttack, Odisha",2 Bds - 2 Ba - 1050 ft2
Houses & Villas,3,3,Unfurnished,800,Under Construction,2,1200,North-East,1,"₹ 30,00,000","Bomikhal, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1200 ft2
Houses & Villas,2,2,Semi-Furnished,1100,Ready to Move,1,1500,-,1,"₹ 2,50,00,000","Sector 10, Cuttack, Odisha",2 Bds - 2 Ba - 1500 ft2
Houses & Villas,3,3,Furnished,1200,New Launch,3,1200,East,1,"₹ 12,000","Gautam Nagar Old Town, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1200 ft2
Houses & Villas,4,4,Furnished,1900,Under Construction,2,2000,North,-,"₹ 1,02,00,000","Patia, Bhubaneshwar, Odisha",4 Bds - 4 Ba - 2000 ft2
Apartments,2,2,Unfurnished,889,Ready to Move,3,1332,West,1,"₹ 70,00,000","Patia, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1332 ft2
Apartments,3,3,Semi-Furnished,1120,Ready to Move,4,1624,North,2,"₹ 90,00,000","Kalinga Nagar Ghatikia, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1624 ft2
Houses & Villas,3,3,Furnished,750,Ready to Move,2,1900,North-East,2,"₹ 67,00,000","Bomikhal, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1900 ft2
Houses & Villas,4,4,Semi-Furnished,5000,Ready to Move,2,1840,North-West,3,"₹ 1,90,00,000","Hansapal, Bhubaneshwar, Odisha",4 Bds - 4 Ba - 1840 ft2
Houses & Villas,3,3,Semi-Furnished,1200,Under Construction,2,1750,-,1,"₹ 67,00,000","Sundarpada, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1750 ft2
Apartments,3,2,Unfurnished,150,Ready to Move,4,1250,South,1,"₹ 85,00,000","Patia, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1250 ft2
Houses & Villas,3,2,Unfurnished,700,Under Construction,2,1000,North-East,1,"₹ 27,00,000","Bomikhal, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1000 ft2
Apartments,3,2,Semi-Furnished,1185,Ready to Move,-,1500,-,-,"₹ 70,00,000","Chandrasekharpur Niladri Vihar, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1500 ft2
Apartments,2,2,Semi-Furnished,997,Under Construction,31,1346,North,1,"₹ 1,18,00,000","Pahala, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1346 ft2
Houses & Villas,4+,4+,Furnished,1400,Under Construction,-,1400,North,3,"₹ 55,00,000","Endrapal, Bhubaneshwar, Odisha",4+ Bds - 4+ Ba - 1400 ft2
Apartments,1,1,Furnished,480,Ready to Move,4,525,East,0,"₹ 14,00,000","Sundarpada, Bhubaneshwar, Odisha",1 Bds - 1 Ba - 525 ft2
Apartments,3,2,Semi-Furnished,900,Under Construction,4,1400,North,1,"₹ 90,00,000","Chandrasekharpur Niladri Vihar, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1400 ft2
Houses & Villas,2,2,Furnished,1350,Ready to Move,2,1550,South-East,1,"₹ 50,00,000","Balipada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1550 ft2
Houses & Villas,3,3,Furnished,1400,Under Construction,3,1900,North-East,1,"₹ 85,00,000","Pahala, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1900 ft2
Houses & Villas,4+,4+,Semi-Furnished,2610,Ready to Move,3,5500,-,-,"₹ 6,20,00,000","Kharvel Nagar Unit 3,  Bhubaneshwar, Odisha",4+ Bds - 4+ Ba - 5500 ft2
Houses & Villas,3,3,Furnished,2300,Ready to Move,1,6200,North-East,2,"₹ 1,80,00,000","Mahanadi Vihar, Cuttack, Odisha",3 Bds - 3 Ba - 6200 ft2
Houses & Villas,4+,4+,Unfurnished,8200,Ready to Move,5,8200,North-West,3+,"₹ 7,00,00,000","BJB Nagar, Bhubaneshwar, Odisha",4+ Bds - 4+ Ba - 8200 ft2
Builder Floors,2,1,Semi-Furnished,14,-,2,12,-,1,"₹ 10,000","Kalarhanga, Bhubaneshwar, Odisha",2 Bds - 1 Ba - 12 ft2
Houses & Villas,2,1,Semi-Furnished,5,Ready to Move,3,2,North-East,0,"₹ 10,000","Jaydev Nagar, Bhubaneshwar, Odisha",2 Bds - 1 Ba - 2 ft2
Apartments,3,3,Furnished,1525,Ready to Move,1,1120,North-East,1,"₹ 85,00,000","Jadupur, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1120 ft2
Apartments,2,2,Furnished,1008,Ready to Move,4,1304,North-East,1,"₹ 65,00,000","Sijua Patrapada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1304 ft2
Apartments,3,3,Unfurnished,1250,Under Construction,4,1476,East,-,"₹ 88,00,000","Kalinga Nagar Ghatikia, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1476 ft2
Apartments,3,3,Unfurnished,1200,Ready to Move,5,1400,East,1,"₹ 65,00,000","Patia, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1400 ft2
Houses & Villas,4+,4+,Unfurnished,2700,Ready to Move,3,1250,East,1,"₹ 1,15,00,000","Mali Pada, Bhubaneshwar, Odisha",4+ Bds - 4+ Ba - 1250 ft2
Houses & Villas,-,-,-,706,-,-,1200,East,-,"₹ 39,00,000","BJB Nagar, Bhubaneshwar, Odisha",-
Houses & Villas,3,3,Semi-Furnished,1400,Ready to Move,1,1400,North,1,"₹ 75,00,000","Patrapada, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1400 ft2
Apartments,1,1,Furnished,740,Ready to Move,6,800,East,3+,"₹ 31,00,000","Sundarpada, Bhubaneshwar, Odisha",1 Bds - 1 Ba - 800 ft2
Houses & Villas,3,2,Semi-Furnished,1650,Under Construction,2,2150,North-West,1,"₹ 82,00,000","Link Road, Cuttack, Odisha",3 Bds - 2 Ba - 2150 ft2
Apartments,2,2,Unfurnished,800,Ready to Move,4,940,-,2,"₹ 58,00,000","Bishnu Vihar, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 940 ft2
Houses & Villas,2,2,Semi-Furnished,1600,Under Construction,3,1200,North-East,1,"₹ 75,00,000","Satya Vihar, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1200 ft2
Apartments,2,2,Semi-Furnished,1100,New Launch,3,1200,North-East,1,"₹ 16,000","Jayadev Vihar, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1200 ft2
Apartments,2,2,Unfurnished,1080,Ready to Move,4,1296,East,1,"₹ 68,00,000","Duladei Nagar Pandra, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1296 ft2
Apartments,3,3,Unfurnished,1261,Under Construction,2,1786,East,1,"₹ 1,09,00,000","Kalinga Nagar Ghatikia, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1786 ft2
Apartments,2,2,Furnished,900,Under Construction,3,1150,North,1,"₹ 37,00,000","BDA Colony, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1150 ft2
Houses & Villas,4,4,Unfurnished,1700,Under Construction,2,2100,West,2,"₹ 81,00,000","Sundarpada, Bhubaneshwar, Odisha",4 Bds - 4 Ba - 2100 ft2
Apartments,2,2,Unfurnished,850,Ready to Move,4,1060,North,1,"₹ 45,00,000","Pahala, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1060 ft2
Apartments,3,3,Furnished,1028,Ready to Move,4,1268,East,0,"₹ 1,10,00,000","Damana, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1268 ft2
Apartments,3,3,Furnished,1525,Ready to Move,1,1120,North-East,1,"₹ 85,00,000","HB Colony, Bhubaneshwar, Odisha",3 Bds - 3 Ba - 1120 ft2
Houses & Villas,4+,4+,Furnished,7000,Ready to Move,3,7700,North,2,"₹ 5,00,00,000","Samantarapur, Bhubaneshwar, Odisha",4+ Bds - 4+ Ba - 7700 ft2
Apartments,3,2,Unfurnished,1200,Ready to Move,15,1615,East,2,"₹ 96,00,000","Shiiva Nagar, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1615 ft2
Apartments,2,2,Semi-Furnished,900,Ready to Move,6,1010,South,1,"₹ 45,00,000","Sundarpada, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1010 ft2
Apartments,2,2,Semi-Furnished,1600,New Launch,8,1600,North-East,1,"₹ 14,000","Ex Army Colony Phase 1, Bhubaneshwar, Odisha",2 Bds - 2 Ba - 1600 ft2
Apartments,3,2,Semi-Furnished,1350,Ready to Move,-,1432,-,-,"₹ 85,00,000","Prasanti Vihar Patia, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1432 ft2
Builder Floors,4+,4+,Semi-Furnished,11000,Ready to Move,4,12000,-,2,"₹ 3,40,00,000","Samantarapur, Bhubaneshwar, Odisha",4+ Bds - 4+ Ba - 12000 ft2
Houses & Villas,3,2,Furnished,2100,Ready to Move,2,1500,West,1,"₹ 80,00,000","Bishnu Vihar, Bhubaneshwar, Odisha",3 Bds - 2 Ba - 1500 ft2
